DrugBank_ID,Drug_Name,Gene
DB04276,4-[[(2S)-2-[[(2S)-3-Carboxy-2-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]butyl-(diaminomethylidene)azanium,srtB
DB04277,Fructose -6-Phosphate,nagB
DB04278,2-[2-(2-Cyclohexyl-2-guanidino-acetylamino)-acetylamino]-N-(3-mercapto-propyl)-propionamide,IL2
DB04279,3-Isopropylmalic Acid,icd
DB04279,3-Isopropylmalic Acid,leuB
DB04280,"3,4-Dihydro-2'-deoxyuridine-5'-monophosphate",CD
DB04281,"2-[4-(4-Chlorophenyl)Cyclohexylidene]-3,4-Dihydroxy-1(2h)-Naphthalenone",DHODH
DB04282,2-deoxy-2-fluoro-α-D-glucose,cex
DB04282,2-deoxy-2-fluoro-α-D-glucose,bglA
DB04282,2-deoxy-2-fluoro-α-D-glucose,celB
DB04282,2-deoxy-2-fluoro-α-D-glucose,LCT
DB04284,L-proline betaine,proX
DB04285,"{4-[(2s,4e)-2-(1,3-Benzothiazol-2-Yl)-2-(1h-1,2,3-Benzotriazol-1-Yl)-5-Phenylpent-4-Enyl]Phenyl}(Difluoro)Methylphosphonic Acid",PTPN1
DB04286,beta-D-Ribopyranose,ACE
DB04286,beta-D-Ribopyranose,rbsB
DB04286,beta-D-Ribopyranose,rbsD
DB04287,KH064,PLA2G2A
DB04288,2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine,CDK2
DB04289,Genz-10850,inhA
DB04293,7-(2-Amino-2-Phenyl-Acetylamino)-3-Chloro-8-Oxo-1-Aza-Bicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,ampC
DB04294,5-Phosphoribosyl-1-(Beta-Methylene) Pyrophosphate,nadC
DB04295,N-(Benzoylcarbamoyl)-beta-D-glucopyranosylamine,PYGM
DB04296,5-Oxo-L-Norleucine,purF
DB04297,Trichostatin A,HDAC7
DB04297,Trichostatin A,HDAC8
DB04297,Trichostatin A,acuC1
DB04297,Trichostatin A,CASP8
DB04297,Trichostatin A,PTGER1
DB04297,Trichostatin A,TNF
DB04298,"3-(4-Amino-2-Tert-Butyl-5-Methyl-Phenylsulfanyl)-6-Cyclopentyl-4-Hydroxy-6-[2-(4-Hydroxy-Phenyl)-Ethyl]-5,6-Dihydro-Pyran-2-One",
DB04299,Maleic acid,aspC
DB04299,Maleic acid,TPR
DB04299,Maleic acid,aspC
DB04299,Maleic acid,tyrB
DB04299,Maleic acid,GOT1
DB04301,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone Hydrate,PRSS1
DB04302,"4-Hydroxy-3,5-Dimethyl-5-(2-Methyl-Buta-1,3-Dienyl)-5h-Thiophen-2-One",kasA
DB04302,"4-Hydroxy-3,5-Dimethyl-5-(2-Methyl-Buta-1,3-Dienyl)-5h-Thiophen-2-One",fabB
DB04303,4-O-methyl-alpha-D-glucuronic acid,xynC
DB04303,4-O-methyl-alpha-D-glucuronic acid,aguA
DB04304,L-Gluconic Acid,bglA
DB04306,"5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine",PDF
DB04306,"5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine",DHFR2
DB04306,"5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine",DFR1
DB04307,5-Hydroxy-N-Propargyl-1(R)-Aminoindan,MAOB
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,def
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,def
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,def1
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,def2
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,def
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,def
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,PDF
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,def
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,def
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,def2
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,def
DB04311,4-Phenylbutylamine,PRSS1
DB04312,"2,3-Difluorobenzyl Alcohol",ADH1C
DB04314,1-Methylcytosine,OPG102
DB04315,Guanosine-5'-Diphosphate,RAB9A
DB04315,Guanosine-5'-Diphosphate,MEF-1
DB04315,Guanosine-5'-Diphosphate,Adss
DB04315,Guanosine-5'-Diphosphate,TGM2
DB04315,Guanosine-5'-Diphosphate,HRAS
DB04315,Guanosine-5'-Diphosphate,RHOA
DB04315,Guanosine-5'-Diphosphate,RAB11A
DB04315,Guanosine-5'-Diphosphate,purA
DB04315,Guanosine-5'-Diphosphate,ftsZ
DB04315,Guanosine-5'-Diphosphate,TGM3
DB04315,Guanosine-5'-Diphosphate,RAB8B
DB04315,Guanosine-5'-Diphosphate,ARF6
DB04315,Guanosine-5'-Diphosphate,ADSS1
DB04315,Guanosine-5'-Diphosphate,fusA
DB04315,Guanosine-5'-Diphosphate,TUFM
DB04315,Guanosine-5'-Diphosphate,der
DB04315,Guanosine-5'-Diphosphate,gmm
DB04315,Guanosine-5'-Diphosphate,engB
DB04315,Guanosine-5'-Diphosphate,EIF2S3
DB04315,Guanosine-5'-Diphosphate,GNAI1
DB04315,Guanosine-5'-Diphosphate,ffh
DB04315,Guanosine-5'-Diphosphate,GNAT1
DB04315,Guanosine-5'-Diphosphate,tufB
DB04315,Guanosine-5'-Diphosphate,NME1
DB04315,Guanosine-5'-Diphosphate,RHEB
DB04315,Guanosine-5'-Diphosphate,CDC42
DB04315,Guanosine-5'-Diphosphate,tufA
DB04315,Guanosine-5'-Diphosphate,ARF1
DB04315,Guanosine-5'-Diphosphate,EEF2
DB04315,Guanosine-5'-Diphosphate,relA
DB04315,Guanosine-5'-Diphosphate,RAP2A
DB04315,Guanosine-5'-Diphosphate,EFL1
DB04315,Guanosine-5'-Diphosphate,ARL1
DB04315,Guanosine-5'-Diphosphate,RAN
DB04315,Guanosine-5'-Diphosphate,RAB7A
DB04315,Guanosine-5'-Diphosphate,IRGC
DB04315,Guanosine-5'-Diphosphate,GSPT1
DB04315,Guanosine-5'-Diphosphate,RAB5A
DB04315,Guanosine-5'-Diphosphate,EEF1A1
DB04315,Guanosine-5'-Diphosphate,ARF4
DB04315,Guanosine-5'-Diphosphate,GMDS
DB04315,Guanosine-5'-Diphosphate,RALA
DB04315,Guanosine-5'-Diphosphate,tuf
DB04315,Guanosine-5'-Diphosphate,ARL5B
DB04315,Guanosine-5'-Diphosphate,rab6
DB04315,Guanosine-5'-Diphosphate,ARL3
DB04315,Guanosine-5'-Diphosphate,NME2
DB04315,Guanosine-5'-Diphosphate,gmd
DB04315,Guanosine-5'-Diphosphate,RAC1
DB04315,Guanosine-5'-Diphosphate,rsgA
DB04315,Guanosine-5'-Diphosphate,SAR1B
DB04315,Guanosine-5'-Diphosphate,ARL5A
DB04316,D-[(N-Hydroxyamino)Carbonyl]Phenylalanine,CPA1
DB04317,"3,3-Dichloro-2-Phosphonomethyl-Acrylic Acid",ppc
DB04318,Nα-[(2S)-2-{[(S)-[(1S)-1-{[(Benzyloxy)carbonyl]amino}-2-phenylethyl](hydroxy)phosphoryl]methyl}-5-phenylpentanoyl]-L-tryptophanamide,MMP11
DB04320,2-Bromo-2-Propene-1-Ol,linB
DB04322,LY249543,MTHFD1
DB04324,Ovalicin,METAP1
DB04324,Ovalicin,METAP2
DB04325,Phenethylamine,HTR2A
DB04325,Phenethylamine,tynA
DB04325,Phenethylamine,PRSS1
DB04325,Phenethylamine,PRSS2
DB04326,Dihydroxyacetone phosphate,ALDOA
DB04326,Dihydroxyacetone phosphate,TPI1
DB04326,Dihydroxyacetone phosphate,ALDOB
DB04326,Dihydroxyacetone phosphate,fucA
DB04327,Phosphatidylethanolamine,PTEN
DB04327,Phosphatidylethanolamine,PROCR
DB04328,Shikimate-3-Phosphate,aroA
DB04328,Shikimate-3-Phosphate,aroA
DB04330,Bilh 434,E2
DB04331,Monastrol,KIF11
DB04334,6-hydroxydopa quinone,AOC3
DB04334,6-hydroxydopa quinone,tynA
DB04334,6-hydroxydopa quinone,
DB04335,Inosine,PNP
DB04335,Inosine,
DB04335,Inosine,deoD
DB04336,1-(4-Amidinophenyl)-3-(4-Chlorophenyl)Urea,PRSS1
DB04337,Isocyanomethane,MB
DB04338,SB220025,MAPK14
DB04338,SB220025,MAPK1
DB04339,Carbocisteine,KEAP1
DB04339,Carbocisteine,NFE2L2
DB04339,Carbocisteine,PLCXD3
DB04339,Carbocisteine,ST3GAL5
DB04340,2-[(Dioxidophosphoranyl)oxy]benzoate,
DB04342,7-((Carboxy(4-Hydroxyphenyl)Acetyl)Amino)-7-Methoxy-(3-((1-Methyl-1h-Tetrazol-5-Yl)Thio)Methyl)-8-Oxo-5-Oxa-1-Azabicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,OXA-10
DB04343,Glyoxylic acid,glcB
DB04343,Glyoxylic acid,icl
DB04343,Glyoxylic acid,glcB
DB04343,Glyoxylic acid,rraA
DB04345,Lumichrome,BLVRB
DB04345,Lumichrome,
DB04346,"(2r,4s)-2-Methyl-2,3,3,4-Tetrahydroxytetrahydrofuran",lsrB
DB04347,3-Dehydroshikimate,aroD
DB04347,3-Dehydroshikimate,aroQ
DB04348,Taurocholic acid,CEL
DB04348,Taurocholic acid,SLC10A2
DB04348,Taurocholic acid,GPBAR1
DB04348,Taurocholic acid,NR1H4
DB04348,Taurocholic acid,FABP6
DB04349,"(S)-propane-1,2-diol",icd
DB04349,"(S)-propane-1,2-diol",rsbQ
DB04350,Argadin,CHIT1
DB04350,Argadin,chiB1
DB04351,Aconitate Ion,ACO2
DB04351,Aconitate Ion,acnB
DB04352,beta-D-Ribose-5-phosphate,rbsD
DB04352,beta-D-Ribose-5-phosphate,NUDT9
DB04353,"Tert-butyl N-[(2S,5R)-6-[[(2S)-5-amino-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-5-benzyl-3,6-dioxo-1-phenylhexan-2-yl]carbamate",gag-pol
DB04356,9-Deazaguanine,LACZ
DB04356,9-Deazaguanine,HPRT1
DB04359,Vinylsulfonic acid,phnX
DB04360,Benzo[B]Thiophene-2-Boronic Acid,blaZ
DB04360,Benzo[B]Thiophene-2-Boronic Acid,ampC
DB04361,Methyldiazene,gdhB
DB04363,Mesobiliverdin IV alpha,BLVRB
DB04365,Arecoline,CHRM1
DB04365,Arecoline,CHRM3
DB04366,3'-Deoxy 3'-Amino Adenosine-5'-Diphosphate,NME1
DB04367,Debromohymenialdisine,MAP2K1
DB04367,Debromohymenialdisine,CHEK1
DB04367,Debromohymenialdisine,CHEK2
DB04367,Debromohymenialdisine,RAF1
DB04367,Debromohymenialdisine,MAPK1
DB04367,Debromohymenialdisine,TNK2
DB04367,Debromohymenialdisine,CLK1
DB04368,Bb-3497,def
DB04368,Bb-3497,def
DB04368,Bb-3497,PDF
DB04369,"1,3,2-Dioxaborolan-2-Ol",PRSS3
DB04371,AL6528,CA2
DB04372,L-Dilinoleoyllecithin,PCTP
DB04373,"4-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide",PMII
DB04374,"4-Carboxy-5-(1-Pentyl)Hexylsulfanyl-1,2,3-Triazole",HAO1
DB04376,13-Acetylphorbol,PRKCD
DB04377,Meglutol,HMGCR
DB04378,"3-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide",PMII
DB04379,N-Methyl-N-(Methylbenzyl)Formamide,REN
DB04380,Allantoate,allC
DB04381,Crotonaldehyde,ALDH2
DB04381,Crotonaldehyde,TRPA1
DB04382,2-Deoxy-alpha-D-galactopyranose,lacZ
DB04385,3-Deazacytidine,cdd
DB04386,"4,6-O-(1-Carboxyethylidene)-Beta-D-Glucose",xly
DB04387,1-Hydroxy-2-Amino-3-Cyclohexylpropane,REN
DB04387,1-Hydroxy-2-Amino-3-Cyclohexylpropane,SAP2
DB04388,4-Carboxy-4-Aminobutanal,ansB
DB04389,Ado-P-Ch2-P-Ps-Ado,FHIT
DB04391,Aeruginosin 98-B,PRSS1
DB04392,"Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]",NQO1
DB04392,"Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]",azoR
DB04392,"Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]",nfsB
DB04393,Soneclosan,inhA
DB04393,Soneclosan,fabI
DB04394,3-Nitro-4-(2-Oxo-Pyrrolidin-1-Yl)-Benzenesulfonamide,CA2
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,GSK3B
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,DTYMK
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,cheA
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,IGF1R
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,PIM1
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,dhaK
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,coaA
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,HK1
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,purT
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,LCK
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,CSNK2A1
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,EPHA2
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,argG
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,MAPK10
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,metK
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,murC
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,mutL
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,KIF2C
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,ITPKA
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,TOP2B
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,GSS
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,ispE
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,PFKFB4
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,aphA
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,DAPK1
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,arsA
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,ACTA1
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,argB
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,gyrB
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,envZ
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,hslU
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,EPHB2
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,trwB
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,CFTR
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,VCP
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,TRPM7
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,KIF1A
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,CCT3
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,mreB
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,SRPK2
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,MAPK12
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,clpB
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,epsE
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,phoQ
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,parE
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,GALK1
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,recA
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,RAD51
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,kdpB
DB04396,Thiodigalactoside,eltB
DB04396,Thiodigalactoside,lacY
DB04396,Thiodigalactoside,NCAN
DB04396,Thiodigalactoside,LGALS1
DB04397,Alpha-D-Glucose-1-Phosphate-6-Vanadate,PGM1
DB04398,Lactic acid,putA
DB04398,Lactic acid,
DB04400,"7,8-dihydrobiopterin",NOS2
DB04400,"7,8-dihydrobiopterin",TH
DB04400,"7,8-dihydrobiopterin",PAH
DB04400,"7,8-dihydrobiopterin",PTR1
DB04400,"7,8-dihydrobiopterin",PCBD1
DB04400,"7,8-dihydrobiopterin",folB
DB04401,Betaine aldehyde,patD
DB04404,Allosamizoline,CHIT1
DB04404,Allosamizoline,chiB
DB04404,Allosamizoline,chiA
DB04405,"2-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl]-4-(4'-Ethoxy-1,1'-Biphenyl-4-Yl)-4-Oxobutanoic Acid",MMP12
DB04407,4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol,CDK2
DB04408,Ncs-Chromophore,ncsA
DB04409,Naphthalene Trisulfonate,FGF1
DB04410,3-Phenylpropylamine,PRSS1
DB04410,3-Phenylpropylamine,PRSS2
DB04411,Alpha-N-Dichloroacetyl-P-Aminophenylserinol,
DB04414,Heptamolybdate,citA
DB04416,"R-2-{[4'-Methoxy-(1,1'-Biphenyl)-4-Yl]-Sulfonyl}-Amino-6-Methoxy-Hex-4-Ynoic Acid",MMP3
DB04417,P-Nitrophenol,SULT1A1
DB04417,P-Nitrophenol,AMY2B
DB04418,Adenylosuccinic acid,ADSS1
DB04419,D-norleucine,PAH
DB04419,D-norleucine,PTH
DB04419,D-norleucine,HNF1A
DB04422,Homocysteine,luxS
DB04422,Homocysteine,metE
DB04422,Homocysteine,
DB04424,RPR128515,PRSS1
DB04425,"7,8-Dihydroneopterin",folB
DB04426,Alpha-Methyl-N-Acetyl-D-Glucosamine,SELE
DB04426,Alpha-Methyl-N-Acetyl-D-Glucosamine,SELP
DB04426,Alpha-Methyl-N-Acetyl-D-Glucosamine,MBL2
DB04427,N-{(3S)-1-[(Benzyloxy)sulfamoyl]-5-phenyl-3-pentanyl}-Nα-[(4-methyl-1-piperazinyl)carbonyl]-L-phenylalaninamide,
DB04429,4'-Hydroxyflavanone,SHBG
DB04430,3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile,bla
DB04430,3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile,bla
DB04432,ZK-805623,PRSS1
DB04433,Verpacamide A,chiB
DB04434,Naphthyridine Inhibitor,TGFBR1
DB04436,3-Fluoro-L-tyrosine,SOD2
DB04438,Brivudine monophosphate,TK1
DB04438,Brivudine monophosphate,TK
DB04439,Modified Acarbose Pentasaccharide,mgtA
DB04440,Nebularine,ADA
DB04441,2-Fluoroadenosine,deoD
DB04442,"Imino[2-(2-oxo-1,2-dihydro-3-pyridinyl)-1H-benzimidazol-5-yl]methanaminium",PRSS1
DB04444,Tetrafluoroaluminate Ion,MYH14
DB04444,Tetrafluoroaluminate Ion,recA
DB04444,Tetrafluoroaluminate Ion,argB
DB04444,Tetrafluoroaluminate Ion,GNAI1
DB04444,Tetrafluoroaluminate Ion,ATP2A1
DB04444,Tetrafluoroaluminate Ion,GNAT1
DB04444,Tetrafluoroaluminate Ion,CMPK1
DB04444,Tetrafluoroaluminate Ion,MYH11
DB04444,Tetrafluoroaluminate Ion,rbsK
DB04445,Mercuric iodide,SULT2A1
DB04446,Benzo[B]Thiophene-2-Carboxamidine,PRSS1
DB04447,"1,4-Dithiothreitol",thyA
DB04447,"1,4-Dithiothreitol",TMP1
DB04447,"1,4-Dithiothreitol",TPI1
DB04447,"1,4-Dithiothreitol",GSTZ1
DB04447,"1,4-Dithiothreitol",HMGCR
DB04447,"1,4-Dithiothreitol",prfA
DB04447,"1,4-Dithiothreitol",paiA
DB04447,"1,4-Dithiothreitol",acpS
DB04447,"1,4-Dithiothreitol",hisD
DB04447,"1,4-Dithiothreitol",aroE
DB04447,"1,4-Dithiothreitol",LGALS1
DB04447,"1,4-Dithiothreitol",CAMK2A
DB04447,"1,4-Dithiothreitol",rpmA
DB04447,"1,4-Dithiothreitol",ALDH1A1
DB04447,"1,4-Dithiothreitol",ohr
DB04447,"1,4-Dithiothreitol",pcaB
DB04447,"1,4-Dithiothreitol",TRPM7
DB04447,"1,4-Dithiothreitol",ugl
DB04447,"1,4-Dithiothreitol",moaA
DB04447,"1,4-Dithiothreitol",bca
DB04447,"1,4-Dithiothreitol",MSRA
DB04447,"1,4-Dithiothreitol",torD
DB04447,"1,4-Dithiothreitol",AXIN1
DB04447,"1,4-Dithiothreitol",PPIB
DB04447,"1,4-Dithiothreitol",ams
DB04448,"2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene",ADH1C
DB04450,Heptyl 1-Thiohexopyranoside,RHO
DB04450,Heptyl 1-Thiohexopyranoside,fpr
DB04450,Heptyl 1-Thiohexopyranoside,acpP
DB04450,Heptyl 1-Thiohexopyranoside,bioI
DB04451,4-Methylpiperazin-1-Yl Carbonyl Group,SAP2
DB04451,4-Methylpiperazin-1-Yl Carbonyl Group,CTSV
DB04452,Aminoquinuride,lef
DB04453,"4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose",AMY2A
DB04454,Alpha-Aminobutyric Acid,GATM
DB04454,Alpha-Aminobutyric Acid,gag-pol
DB04454,Alpha-Aminobutyric Acid,EGF
DB04454,Alpha-Aminobutyric Acid,mrsA
DB04455,"N,N,N-trimethylglycinium",kaiB1
DB04455,"N,N,N-trimethylglycinium",proX
DB04456,Arsenous acid,arsC
DB04456,Arsenous acid,arsA
DB04457,2'-Deoxyguanosine-5'-Monophosphate,TMP1
DB04457,2'-Deoxyguanosine-5'-Monophosphate,thyA
DB04457,2'-Deoxyguanosine-5'-Monophosphate,1
DB04459,"3,4-Dichloroisocoumarin",ELANE
DB04459,"3,4-Dichloroisocoumarin",CFD
DB04460,(C8-S)-Hydantocidin 5'-phosphate,Adss
DB04460,(C8-S)-Hydantocidin 5'-phosphate,purA
DB04461,Coproporphyrinogen III,UROD
DB04462,Tetrabromo-2-Benzotriazole,CSNK2A1
DB04462,Tetrabromo-2-Benzotriazole,MAPK1
DB04462,Tetrabromo-2-Benzotriazole,SGK1
DB04462,Tetrabromo-2-Benzotriazole,PRKAG1
DB04462,Tetrabromo-2-Benzotriazole,PRKAB1
DB04462,Tetrabromo-2-Benzotriazole,PRKAA1
DB04462,Tetrabromo-2-Benzotriazole,CHEK1
DB04462,Tetrabromo-2-Benzotriazole,RPS6KB1
DB04462,Tetrabromo-2-Benzotriazole,ROCK1
DB04462,Tetrabromo-2-Benzotriazole,MAPK12
DB04462,Tetrabromo-2-Benzotriazole,GSK3B
DB04462,Tetrabromo-2-Benzotriazole,MAPK8
DB04462,Tetrabromo-2-Benzotriazole,PRKCA
DB04462,Tetrabromo-2-Benzotriazole,AKT1
DB04462,Tetrabromo-2-Benzotriazole,LCK
DB04462,Tetrabromo-2-Benzotriazole,MAP2K1
DB04462,Tetrabromo-2-Benzotriazole,MAPK11
DB04462,Tetrabromo-2-Benzotriazole,MAPK14
DB04463,"3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol",CBR1
DB04464,N-Formylmethionine,SERPINC1
DB04464,N-Formylmethionine,MT-ND3
DB04464,N-Formylmethionine,RABGGTA
DB04464,N-Formylmethionine,RABGGTB
DB04464,N-Formylmethionine,pufC
DB04464,N-Formylmethionine,puhA
DB04464,N-Formylmethionine,pufL
DB04464,N-Formylmethionine,pufM
DB04464,N-Formylmethionine,
DB04464,N-Formylmethionine,
DB04464,N-Formylmethionine,
DB04464,N-Formylmethionine,
DB04464,N-Formylmethionine,B2M
DB04464,N-Formylmethionine,MT-ND1
DB04464,N-Formylmethionine,HLA-B
DB04464,N-Formylmethionine,narG
DB04464,N-Formylmethionine,narH
DB04464,N-Formylmethionine,narI
DB04464,N-Formylmethionine,S100G
DB04464,N-Formylmethionine,rub
DB04464,N-Formylmethionine,COX4I1
DB04464,N-Formylmethionine,MT-CO1
DB04464,N-Formylmethionine,MT-CO2
DB04464,N-Formylmethionine,MT-CO3
DB04464,N-Formylmethionine,COX5A
DB04464,N-Formylmethionine,COX5B
DB04464,N-Formylmethionine,COX6C
DB04464,N-Formylmethionine,COX7B
DB04464,N-Formylmethionine,COX7C
DB04464,N-Formylmethionine,COX8A
DB04464,N-Formylmethionine,COX6A2
DB04464,N-Formylmethionine,COX6B1
DB04464,N-Formylmethionine,COX7A1
DB04464,N-Formylmethionine,fmt
DB04464,N-Formylmethionine,
DB04464,N-Formylmethionine,S100B
DB04464,N-Formylmethionine,hld
DB04464,N-Formylmethionine,UBC
DB04464,N-Formylmethionine,atpH
DB04464,N-Formylmethionine,ulaG
DB04464,N-Formylmethionine,spg
DB04464,N-Formylmethionine,gshA
DB04464,N-Formylmethionine,RNASE1
DB04464,N-Formylmethionine,CLPP
DB04465,Lactose,LGALS3
DB04465,Lactose,nedA
DB04465,Lactose,GLB1
DB04465,Lactose,lacZ
DB04465,Lactose,GLT6D1
DB04465,Lactose,GLTP
DB04465,Lactose,
DB04465,Lactose,xlnA
DB04466,SR12813,HMGCR
DB04466,SR12813,NR1I2
DB04467,N-(5'-phosphopyridoxyl)-L-alanine,aspC
DB04467,N-(5'-phosphopyridoxyl)-L-alanine,alr
DB04468,Afimoxifene,ESR1
DB04468,Afimoxifene,TFF1
DB04468,Afimoxifene,ESRRA
DB04468,Afimoxifene,NR1I2
DB04468,Afimoxifene,SHBG
DB04468,Afimoxifene,ESR2
DB04468,Afimoxifene,ESRRG
DB04469,"1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",PDE4D
DB04470,CRA_10656,PRSS1
