Gene1,Gene2,Score
EEF2,ABCE1,0.618740624330283
POLD3,NCAPG2,0.618740458746323
FN1,MAP7D1,0.618735842010798
SPECC1L,CARD11,0.61873506460439
STRN3,AMBRA1,0.618730589803046
MRPL4,TUBA4A,0.618729394172296
DHX15,GDI2,0.618726472344068
COL5A1,LONRF2,0.618716952499737
MBNL1,USP1,0.618714615960243
RPS9,NOLC1,0.618714197762264
C11orf58,RAB3A,0.61871364643531
RBBP6,GPBP1,0.618712794734664
CSF2,TNFRSF1A,0.618712536315245
GLI1,PPP1CC,0.618710689085923
PER2,ACYP2,0.618708487881044
SPINT2,RNF44,0.618706820080153
SRP54,API5,0.618704561746493
HINT3,ART3,0.61870184910489
PRRC2C,GSPT1,0.618700359041271
CXCL1,MARCKS,0.618700125269425
ATF5,ACTB,0.618699061792263
GNB5,DPM1,0.618690824003624
HLA-DQA1,CD37,0.618683596628753
FDX2,GDAP1,0.618682944007368
DIMT1,H2AC8,0.618676994279123
DIMT1,H2AC11,0.618676994279123
DIMT1,H2AC18,0.618676994279123
DIMT1,H2AC17,0.618676994279123
DIMT1,H2AC4,0.618676994279123
DIMT1,H2AC16,0.618676994279123
DIMT1,H2AC13,0.618676994279123
DIMT1,H2AC15,0.618676994279123
IL2RG,MX2,0.618676666085602
CAV3,SNRNP40,0.618675996022734
RIPK3,TBXAS1,0.61867499258288
B2M,NCOA4,0.618671524401707
KCNV2,GOLGA1,0.618670380615169
ATP13A2,TIMM10,0.618669472743941
ILF2,PSMC2,0.61866504241882
NPC1L1,MUC2,0.618661687350502
DDC,ALDOB,0.618659535252884
RPS19,H2AC12,0.618657533436417
FPR1,GPX1,0.618657266040272
RIBC2,DRC12,0.618656056230122
KTN1,MTDH,0.618655113381953
POLR2A,CUL1,0.618652604303676
LDHA,NFATC2IP,0.618652073007384
RPL12,TSC22D1,0.618651321165796
ANAPC2,WDR1,0.618650528935849
YWHAQ,PA2G4,0.618650195785736
SCAMP5,PLCH1,0.618650149275366
SERINC1,ANKRA2,0.618641547868014
GYPB,DSCR8,0.61863948630533
SLC9A6,OPCML,0.618639274166223
NPAP1,PTGR3,0.618635849805093
GTF2A1,USP14,0.618631059459834
FAT1,GJB1,0.618630872705248
CCM2,TNFSF10,0.618630623233263
TENT4A,CCNK,0.618628397385806
CEP57L1,CYTH2,0.618627238695226
DNAJC2,LDHA,0.618625603010049
KRR1,PRKCQ,0.618625379862679
ESRRA,MRPL41,0.618622814012982
SSR4,YIF1B,0.618621672162337
BLMH,CDK2AP1,0.618621622541617
CCDC80,TAGLN3,0.61862131255232
MED11,PLAAT4,0.618614383401537
DHFR,TRIM24,0.618611189293645
IGF2BP1,UBE2K,0.618607322473027
H2AC1,PCF11,0.618605940750642
H2AC1,HDLBP,0.618605940750642
CCT8,CLTC,0.618605275270435
IRF3,ZNF200,0.618604840533876
ACSL1,FTL,0.618603698786776
PAICS,PSMA5,0.618602766534166
GGT1,PSMG2,0.618595839727063
PTGR1,SLC67A1,0.61859109364273
VTA1,MEX3B,0.618582602131159
CENPE,YWHAE,0.618576930274868
FYB2,MMP7,0.618567863715541
UBE2J2,CTSE,0.618565822292387
SYN2,JAM3,0.618565337235887
CDK4,STOML2,0.618563818158515
INO80E,PHKG2,0.618558623720219
PDPK1,USP4,0.618556694249916
ADHFE1,TNNI1,0.618556063455851
MPHOSPH10,RPLP0,0.61855402639529
NSA2,RPS19,0.618553579659632
FHL2,DLK1,0.618552674336627
CKS2,ELOB,0.618550798843971
KLC1,KTN1,0.618541006185401
MAGEA6,PAGE1,0.618538558736681
CDKN1C,CKS2,0.61853394677276
MRPL15,NDUFA2,0.618533177427642
FPR1,SDC4,0.618529119800664
RBM33,ST8SIA3,0.618528384054907
CSTF3,RFC4,0.618525067094072
SERPINA1,EMILIN2,0.618524183469924
ARL2,IFRD2,0.618523264392071
EVI2B,ITGAL,0.6185206561839
WDR36,PDCD2,0.618512438576081
NT5DC1,GGPS1,0.61850682741775
FEN1,ZNG1C,0.618505168732707
KIF5A,LYN,0.618500715832128
QPRT,OCRL,0.618499360520638
BCL6B,PRMT1,0.618499256441383
TMEM144,DOCK5,0.618496370895237
COL4A2,RGS16,0.618495890045927
NOP10,PSMC2,0.618494869523998
GPATCH1,SART1,0.618493701666921
PNRC2,RPA2,0.618488707799717
HSD17B3,METTL2B,0.618488185081435
CENPC,CSF1R,0.618487113822877
C1QBP,CDC6,0.618484922676054
DGKZ,SAMD1,0.618484337555331
PABPC3,EXOSC9,0.618482130697663
GSTA4,APOM,0.618477470339156
BTG3,GMPS,0.618477308649834
TUBB,KPNB1,0.618476971677871
SLC13A3,PIP5K1B,0.618474162096526
SOX15,TNXB,0.618471192921144
GABARAP,GLO1,0.618470560496615
PCGF3,PCNA,0.618465391618705
DSPP,GYS1,0.61846423292625
GPR139,SIRPG,0.618462261175958
SERPINB3,NUF2,0.618457544852919
JARID2,HERC3,0.618454803242835
WDR6,FBXW10B,0.61844902002622
DNA2,PARPBP,0.618445174264145
MAP2K7,EIF3D,0.618444271678841
POLR2B,STEAP3,0.618442641051296
ELAVL1,LDLR,0.618432049668305
SP100,KDM5C,0.618426949553531
EXOSC10,RPL11,0.618422754696968
MTCL1,PTPRK,0.618422472500192
MTIF2,MAGT1,0.618418600201277
MSI2,SEC14L1,0.618417858517573
ARPC1B,EIF3I,0.618417408117352
ZER1,ZNF76,0.618414207099447
SMIM14,RPL13A,0.618412892863232
JAKMIP1,UQCC2,0.618408648186345
LYAR,RPL5,0.618408415740284
F5,ARMCX1,0.618407985275097
PPP2R1A,RPAP2,0.618403585797354
ALKBH1,PLAA,0.618401911973034
DYNC1I1,PPP1R14C,0.61839904812041
ADSS2,ETNK1,0.618393006455565
HSCB,RPUSD4,0.618390222067241
CYP27A1,KCNK3,0.618385658742118
OCRL,USP8,0.618385554498011
ZNF683,SLC39A6,0.618384773627025
MMP24,TM7SF2,0.618384409208981
LDLRAD2,YARS1,0.618384283539795
CFH,CXCR4,0.618381470078497
DKC1,H2AC1,0.618380566997249
CDK2AP1,GMPS,0.618380274868838
PRIM2,TTC17,0.618376874288397
ACP1,NUP153,0.618375493162518
TACC3,HDGF,0.618370779444269
CLCN6,DNAJC6,0.618365276419727
LMO2,SPARC,0.618355535125071
NKIRAS1,SLC26A4,0.618351144151092
NDUFC2,ASRGL1,0.61834846232167
HACL2,NOMO1,0.618345734631893
NBR1,KALRN,0.618342876805272
KIF5C,CD47,0.61833655132524
CDKN1C,C5orf34,0.618334008416296
SF3B4,KPNA2,0.618330050600467
PLAUR,SLC39A8,0.618328742557491
GLUD1,ATP5F1A,0.618326698625746
ZNF827,SLC15A2,0.618322755479668
ADH5,FABP1,0.618322499854815
SP140,RUBCNL,0.618318589266776
EVPL,H2BC13,0.618316084227199
WDR18,DCAF5,0.618315876723539
ACER3,PSMD7,0.618310516454573
NAPEPLD,IARS2,0.618307208987389
ANAPC10,ERCC5,0.618306741040177
SSU72,ZFYVE16,0.618306644319617
CTSD,GLDC,0.61830227895147
CCR5,MAPK12,0.618289307617786
PPP1R2,SKP1,0.618289114736761
ELOB,YIF1B,0.618288774071838
SNRPB,MBOAT7,0.618281061976074
PKP3,PAX8,0.618279501289448
EXOC7,BRD4,0.618277492295686
FARSB,RPL8,0.618275990211829
MEGF11,RNF40,0.618274240443248
PIBF1,ODF2,0.618273946002225
LOX,PLOD1,0.618272757489997
ZNF567,DIAPH2,0.618272400026909
PARK7,TXN2,0.618267388502465
NOP56,METAP2,0.618261489591363
IGFBP1,RAB3D,0.618260527891087
P4HB,CCNB3,0.618259723655145
EIF4G1,TUBA1A,0.618256327439938
TTC16,SNTB2,0.618255150722106
ADSS2,ALDOA,0.618253966253328
VCAN,KIAA0930,0.618252763667597
CTNNB1,PSMC6,0.618245288102453
MISO1,GPT,0.618244216718079
TIPIN,SNRPF,0.618244116203297
LILRB3,PLAUR,0.618235675688345
ITGB1BP2,MAGED4B,0.618233448853766
FGFR4,CORO1C,0.618232816895611
WASF2,EGFR,0.61823225246783
ATP5F1B,PPP2CA,0.618231799599985
RPL30,RPUSD4,0.618227118482769
NMD3,SLC33A1,0.618224844044292
ZBTB7B,ELL,0.618224292805204
CHRNB4,DHRS13,0.618224052001082
TBCA,ACTL6A,0.618222755538237
ORC5,MED18,0.618221255955017
LRRC17,TSPAN8,0.618214711225752
FKTN,CAMKMT,0.61821456120947
AFF4,H6PD,0.618214321750691
DGUOK,TUBA1A,0.618214114646287
RCC1,PGAM1,0.618211688276014
ABHD5,TARS1,0.61820996727638
SLC43A3,RAB20,0.618209530007521
SMC4,CLSPN,0.618207391148626
SLC29A1,PPP2R1A,0.618200098342722
CCR1,SUV39H1,0.618198677620607
TBPL2,NABP2,0.618197584637914
SEC24B,H2AX,0.618196078851263
TPX2,STK17A,0.618193699114876
PCDH1,RRBP1,0.618191771854136
GLI3,SERTAD4,0.618191592880599
DCBLD2,MYBL1,0.618190925325355
LGI2,SLC4A5,0.618189136360463
RAD21,SEMA3B,0.618188052254188
DDX3X,PWP2,0.618183308713807
ARCN1,SF3B6,0.618181523727246
SNTB2,THBS2,0.61818040987942
FDFT1,PATZ1,0.618179915730295
CORO1C,UTP18,0.618176723294274
POT1,HSDL1,0.618175697077359
ITGA4,STK17B,0.618173816314121
MRPS17,HNRNPLL,0.618173149745157
RPF2,SKIC3,0.618172333121755
SKIC2,RPF2,0.618172333121755
RFC4,RPF2,0.618172333121755
RFC3,RPF2,0.618172333121755
RAB25,PXDN,0.618171280521602
POLD4,SHKBP1,0.618170827235579
PLEK,MARCO,0.618163353915223
DLD,PSMA3,0.618163231718322
CYTOR,JUN,0.618162689415908
SMAD2,C19orf33,0.618162549150357
NASP,CASP8AP2,0.618161766439096
ZFP91,GTF3C4,0.618160080657409
PAEP,VKORC1,0.618159621118642
SLC29A2,TUFT1,0.618151919997364
AP1M2,ELP5,0.618149838422163
RPL9,ANAPC1,0.618148820739633
EPAS1,SYBU,0.618148788056313
YIF1A,NAXE,0.618147939722221
GSN,CD37,0.618146952865199
KRR1,SNRPG,0.618143466424204
GAK,TSC22D4,0.618138090708714
ITGAL,TNFAIP8L2,0.618135845047415
PDK2,TIA1,0.618129432722042
UMPS,NAA50,0.618128653746266
RAB5IF,PSMD11,0.618126349046368
SGK2,SDHA,0.618123019359821
SMYD3,IRS2,0.618121991105095
AP1G1,RLF,0.618121261695632
GTF2B,TCEA3,0.618120570534617
RPL31,TXNL1,0.61811939274763
ITIH4,SLC43A1,0.618116081376191
JPT1,SKAP1,0.61811290048315
HMGA1,MCM2,0.618112387952827
HMGN2,CDT1,0.618110633374916
RSF1,ATP6V1C1,0.618109402979964
NSUN5,RPS10,0.618108610758767
NEMP1,SIN3B,0.618100321135223
CCT3,YARS1,0.61809865266789
MAP4K1,FANCA,0.618096777194062
HSP90AB1,SRSF1,0.618095992599927
LRRC8A,EHMT1,0.618092865186283
TGFBR1,OSGIN2,0.6180879403029
S100A11,GZF1,0.618087401430137
TUBB2B,TIMP1,0.618086818711137
OAF,NID1,0.618086547899643
PSMB4,RPL14,0.618081754907876
EEF1A2,MARK3,0.618075579351986
ACTG2,FLAD1,0.618069715970226
WDR89,TMEM248,0.618056641012728
KRT7,MMP7,0.618055963927965
RPL15,EIF1AY,0.618054597545019
FPR1,AP1S2,0.618053986031147
RPL27,DOK3,0.618053654733027
DNAJA1,PABPC4,0.618052556534004
PABPC1,DNAJA1,0.618052556534004
PKIA,FUBP1,0.618052022868448
GPHA2,GRIK3,0.618051397507156
AFDN,EHMT1,0.618048254906384
AARS1,NPEPPS,0.618047852083129
STEAP3,SERPINH1,0.618044195590856
SUB1,SRSF3,0.618038447899
CSNK2A2,SMARCD2,0.618038156931858
CSNK2A1,SMARCD2,0.618038156931858
CPT1B,MOB1A,0.618038149802937
DHDH,RBMS2,0.618037357579231
CHRNA7,MTFP1,0.618035671392286
GAL,CHST3,0.618028227459884
ENG,FGF7P3,0.618023237154551
TXN,IL18RAP,0.61802307569083
ENPEP,MFAP3L,0.618021507643404
NECAB3,TRIP13,0.61801983299106
FAM219A,STXBP1,0.618019402996282
HMGN4,CPSF6,0.618018975742893
RNF157,UQCC2,0.618014397171958
VPS35L,ZDHHC14,0.618013941555727
CPT1B,SWT1,0.618013541200694
MCM7,MFN2,0.618000018770417
ADRM1,SLC39A9,0.617997185892563
DUSP2,CRISPLD2,0.617995327309284
H2AC7,EIF3B,0.61799502102049
HIPK3,FUS,0.617988819444675
HIPK1,FUS,0.617988819444675
CREM,TRIP12,0.617986831198956
HLA-DQA1,DOCK8,0.617985529660622
NFU1,RPUSD4,0.617984841828103
MRPL3,BEX3,0.617982276337172
ATP6V0A2,VPS4B,0.617982047576814
PPP4R2,BUD13,0.617978151765061
SPG7,CDK5RAP3,0.61797524402577
ARPC2,BAK1,0.617974997787913
NARS2,TRIP13,0.61797337697879
ARSB,HYAL2,0.617972118521118
MYH7,MYO1E,0.617970085503792
INTS11,DMAP1,0.617967533184858
EXOSC4,RPL18,0.617965313062755
CPSF4,EEF1A2,0.61796327345893
EIF3M,EIF3L,0.617957851666834
AGPAT2,SSBP1,0.617953228756166
LIG1,NECAB3,0.617951068121805
ZNF85,ZNF556,0.617949229333162
CMTM2,GKAP1,0.617943664943196
MYH7,P4HB,0.617933613094756
P2RY2,WNT9A,0.617933512638757
RACK1,POLR3G,0.617933417196095
ZNF263,ZIC1,0.617929317820428
RASGRF1,ARHGAP24,0.617929224974499
TBC1D7,KIAA0513,0.617927873085386
MAT1A,ME2,0.617927624955821
TMEM144,PAQR8,0.61792512103412
HPD,DPEP2,0.617920204021135
CKAP2,ZFP91,0.617919477247005
MTHFD1,AURKA,0.617918947670614
MCM2,PPP1CA,0.617918517517113
GK2,S100A11,0.617915968314475
SFT2D3,PEX3,0.617913438177672
SRRM1,YTHDF2,0.617910685443989
PLLP,RBP2,0.617910332723432
PLCL1,PITPNM2,0.617904791136795
PTPRC,SH3BGRL3,0.617902488764391
TMX1,DDX18,0.617902231869858
MSRA,NIT2,0.617899999219949
CDK9,ITPK1,0.617897466132727
ANAPC16,GSTO1,0.617895420921062
IGSF6,IL1RN,0.617891989783406
CHML,H2BC8,0.617889687420763
HSPA5,SRPK1,0.617887472273557
SRPK3,HSPA5,0.617887472273557
COL25A1,LDB1,0.617884952620386
DCC,TOP2A,0.617884012869299
CCDC158,BICD1,0.617883075294461
SOAT1,ZNF217,0.617882174963223
DUT,AK2,0.617881268410954
NAT10,PITPNM2,0.617880405639898
CLTC,SMARCA2,0.617880325910898
PWP1,WDR53,0.617867406963244
TPX2,UBXN4,0.617864837447253
LARP4,CNOT6L,0.617863704929719
ZNF17,LINC01547,0.617861751907522
ST6GALNAC4,HTR1A,0.617855861552766
EXOC5,RECQL,0.617851823908292
PLK1,PARG,0.617849543664049
PGLS,DCPS,0.617849371851387
MYB,LRRC8A,0.617847644404253
DDX5,ADCK1,0.61784719934373
FCGR2B,SDC3,0.617845099456166
C1QBP,LDHAL6B,0.617842107492787
TMT1A,UQCRFS1,0.617834766684121
XRCC5,TIMCC,0.617831307103683
PARP1,MED17,0.617829980048678
AKAP17A,GDF3,0.617829444752376
RRM1,TFAM,0.617827937464374
CDK4,CHKA,0.61782223655307
MAGED2,KRT17,0.617819863711293
LNPEP,PKD1,0.617817563339549
PRDX2,CALML3,0.617815508905827
INHBA,ATP13A4,0.617809300795468
ATP6V1D,TCEA3,0.617807280826104
NONO,RPS2,0.617806197637905
UBR5,NR2C2,0.617805746335362
GCK,HSPE1,0.617799847423301
STT3B,C5orf15,0.617799533857659
ATP6V0A1,CA11,0.617799377522315
PRRC1,AP3M1,0.617796735579062
BAD,TK1,0.617794739529737
SSR3,ATP5MF,0.617794140692479
IL7R,CCL2,0.617793526404257
FOLR1,SELENBP1,0.617783502564003
FPR2,HK3,0.617779967346463
JARID2,HOMER1,0.617779556067806
TREX1,LAMP3,0.617778155952531
CEBPZ,PPFIA1,0.617777621221099
ATF5,TFR2,0.617773501305612
FASLG,STAT5A,0.617769586392205
GPD1L,HS2ST1,0.617767771674425
ARMC3,GOLIM4,0.617765083989478
CAND1,GFM1,0.617759154920313
LRP12,LTA4H,0.617757583503774
SPTAN1,PSD2,0.617757243018411
CCR1,CASP5,0.617756583740086
DCST2,PRMT9,0.617756376542753
NEDD1,NUP133,0.617755883649277
ELK4,ANGPT2,0.617755841986285
FTSJ1,RPSA,0.617750517398667
NFKBIE,PLGRKT,0.617750121345089
PPBP,SLC7A7,0.617744667992294
SERINC2,AZGP1,0.617744039780666
IPO5,DPM1,0.617743435018405
CELSR2,GET1,0.617740707261155
MEMO1,RTN1,0.617740209683987
MYO5A,PSMC4,0.617738123118558
LARS1,EFL1,0.617737532360383
PAK4,DBNDD1,0.617735529403563
SPIN1,AHNAK,0.617733612728145
CCL24,METTL17,0.617732938017334
PSMB5,TAF12,0.617729686074737
FBLN5,ZMYM3,0.617729318611543
SUOX,VBP1,0.617728070117355
AAR2,ETNK2,0.617727945067287
WDR62,GNB4,0.617727776660371
PSMB10,KATNAL1,0.617720829577097
IL11RA,ANKRD49,0.617718146386709
XPO1,SMARCA5,0.617717743770448
BCL2A1,SLC6A2,0.61771263132717
OR13C9,AQP1,0.617711616147328
RPS6,PUM3,0.617709040452732
NLGN3,MFSD6,0.617708965718762
DRAM1,STAT2,0.617708569647576
FGL1,SHCBP1,0.617708137019984
SPRED2,USP1,0.617707926337738
RCL1,EIF3C,0.617707094652471
COPZ1,KPNA1,0.61770407353271
NUP205,BRAF,0.617703179631163
EEF2,DDX19A,0.617695342837547
EVI2B,PLAUR,0.617693627582397
DEPP1,SMIM3,0.617693596907941
DCAF4L2,LGMN,0.617693518492637
CLUH,U2AF1,0.617692922158001
IQGAP2,ADH5,0.617687351101709
SF3A3,ZNF609,0.617683820694082
HLA-E,HACD3,0.61768212036877
CRABP1,VAT1L,0.617681515085738
PCCA,OSGIN2,0.617680755582423
APBB1,MMP23B,0.617677212816216
RPL35,NDUFA6,0.617673082431671
GAB3,SAP30,0.617672778640382
BRF1,WDR20,0.617672352053055
RPS8,BPGM,0.617669974535835
HPS5,ZNF471,0.617664264746697
CLNS1A,SMARCD3,0.617660669070086
PTGR1,GGT5,0.617659163742892
SMC1B,MRE11,0.617658197401862
ZER1,KDM4B,0.617657650534142
FAIM2,SH3GL2,0.617657507997701
CBX6,LMO7,0.617650554192403
CCNF,CDK1,0.617650445708473
CALM1,SNPH,0.617647985565132
CBX3,VPS29,0.617645078159678
SMARCA4,ZNF93,0.617643300175338
SMARCA4,ZNF157,0.617643300175338
SMARCA2,ZNF93,0.617643300175338
SMARCA2,ZNF157,0.617643300175338
ZNF543,SMARCA4,0.617643300175338
ZNF543,SMARCA2,0.617643300175338
CEP20,SLC44A1,0.617642810556413
SLC2A5,MKNK1,0.617640176756495
DDT,PLK1,0.617637887200947
COMMD8,RNH1,0.617636462315465
DHX37,RPL27,0.61763237756353
CRYZ,LACTB2,0.61763196341405
CTSL,HAL,0.617631002667567
TINF2,GBP2,0.617629747694779
IFI30,CBR1,0.617619764621702
GEMIN5,FBXW10B,0.61761899651239
ECI1,SSNA1,0.617616799339051
PSMA1,AAGAB,0.617611931957446
KDM6A,HERC1,0.617610831434246
FXN,ANKRD37,0.617604774229081
AASDH,RPS9,0.617602923199954
MUC1,NAT1,0.61759730091688
NFATC2IP,SERTAD2,0.617596273372522
NDUFB5,HS2ST1,0.617593858315646
ADAMTS10,KYNU,0.617592774997522
FAM32A,KDM3B,0.61759115937304
IKZF2,GLO1,0.617581369054414
IKZF3,GLO1,0.617581369054414
IFITM3,CYP27A1,0.617573671631002
TAS2R20,ITIH3,0.617572911423814
RRS1,RPL9,0.617571965561099
DOCK2,MCUB,0.617570482651458
PRDX4,ENO1,0.617569561528347
UQCRQ,RPS27L,0.617564483592746
ADRM1,HERPUD2,0.617557181382335
VENTX,SPATA22,0.617555230181039
RFC5,NUP85,0.617554801738223
RETSAT,NCOA4,0.617553950818005
TAS2R5,NUP37,0.61755152173638
DPYD,THEMIS2,0.617550587953628
NAA35,NDST3,0.617547276001844
SUMO2,DHX40,0.617544928116394
SLC60A1,TSPYL1,0.617543864230707
DTNB,RAD54L,0.61754158269972
GOT2,KIF5C,0.617539582093752
HSPA4L,PDE8B,0.617533491047965
C18orf54,ITPR2,0.617530512114628
EZH2,SMYD3,0.617523546866153
HOXB9,NRN1,0.617522369422739
MCRS1,MED25,0.617521714353872
ELF4,IQGAP1,0.617519748860881
GSS,NDUFV1,0.617519368645857
RPS6,SNX2,0.617519312252134
FUS,ATAD3B,0.617517150697178
ADGRF5,UBASH3B,0.617515384115404
SLC4A3,C2,0.617515023459688
ARID5A,MSC,0.617514247437401
RCC1,ACY1,0.617513928191409
SORBS3,SPRED3,0.617510896890733
PITX3,VWA1,0.617509243916891
AGFG1,RP2,0.617506236134461
GLCCI1,RAC1,0.617506082248663
UBXN1,PRIM1,0.617503571316086
CDK2,DNMT1,0.617503509351846
PCCB,HAO1,0.617502093489911
HNRNPU,USP14,0.617498707643447
CTSL,NCF4,0.61749741029858
WDR5,DHRSX,0.617496329106729
CASQ1,DDO,0.617494064919303
SPTSSA,SC5D,0.617491423893035
FDPS,HDAC2,0.617490467291988
KRR1,H2BC14,0.617486590210499
KRR1,H2BC26,0.617486590210499
HHEX,ADAMTS10,0.617485538970879
HIPK1,PCCA,0.617485069015451
HIPK3,PCCA,0.617485069015451
EXOSC4,RIOK3,0.617478531351331
PLPBP,PPP1R7,0.617475752972674
NUCKS1,PTTG1,0.617474504553303
BAZ1A,TGS1,0.617470798983407
CS,MAP1B,0.617460125580918
SLAMF7,CCRL2,0.61745963576231
EBNA1BP2,RUVBL1,0.61745691440038
RNF39,DERL3,0.61745653854161
NT5C2,SERTAD2,0.617442956004353
PSMD14,SNW1,0.617441750792273
YKT6,DHX9,0.61743653928341
TCEA1,CBFA2T3,0.617433938591269
PPP4R4,SPATA22,0.617432459406214
IRF9,EPSTI1,0.617431492220763
INPP1,SMPD1,0.617430444690545
SLC1A2,CYBRD1,0.617423968448812
NECTIN4,DGAT1,0.617418194580172
ARL6IP1,DONSON,0.617417188456146
FBL,KHSRP,0.617416197921487
HDAC6,UGT2B7,0.61741551500301
DUSP14,DNAJB4,0.617413572640557
PPEF1,TUBA1A,0.61741215906398
AP3S1,HERC1,0.617411933283428
CCDC85B,GTF2A1,0.617411395213504
VAMP5,HS3ST1,0.617411044418476
GCA,CBR1,0.617408801201738
ATXN2L,BCAS3,0.617407303502877
ARID2,NSF,0.617403803451798
CSE1L,EIF2B1,0.61740166636171
GCLC,MRPS2,0.617393368773032
ZBTB48,WDR74,0.617391647120431
IFI44L,MSC,0.617390528005601
ATF6,DEPDC7,0.617387713626663
CCT5,PPIL1,0.617385909150916
GLI3,NFATC4,0.617385602750805
HMGB3,VRK1,0.617383996875009
SNRPF,TPI1,0.617383701579916
APOBEC3F,SRGN,0.617383191286945
ZNF257,BIRC6,0.61738240436007
ATP5F1C,CRLS1,0.617378632555902
CDKN1B,WDR1,0.617372887594354
SYNCRIP,THAP12,0.617371561502438
PKIA,TBCA,0.617371455702256
CSNK2B,LSM2,0.61737135788777
PDCD10,PA2G4,0.617368245975081
SLC27A5,C8B,0.617367349948629
ATP8A1,MTMR10,0.617362257945356
FAM149A,ENTPD1,0.61736212788097
STAP1,DNAJC10,0.617358984857113
EEF2K,TMSB4Y,0.617357623484857
NUCKS1,IFRD2,0.617353372539765
ARL4C,FSTL1,0.617352897268408
HBS1L,THBS2,0.617352594683636
YIPF3,GTF3C2,0.617352518172157
TANK,OPTN,0.617350293295753
MBOAT7,SNX3,0.617346263970193
ZNF16,ZNF43,0.617345399234664
KHDRBS1,PSMB4,0.617345118419649
FDPS,LAGE3,0.617343279151132
PHC1,TRIM37,0.617342233831399
TCERG1,MYO9A,0.617341078418929
LRRC15,GBP1,0.617340203777248
UPF1,ABHD11,0.617339941478525
WBP2,BTRC,0.617338191620019
UBAP2,CCDC47,0.617337832787456
ZFR,SSR1,0.617336467104369
YME1L1,ATXN2L,0.617336451057258
RPL12,CALR,0.617336063212666
NCF2,RASSF2,0.617333714840496
FABP1,GNAI1,0.617330111942863
RPS21,SEMG2,0.617325629965414
FCN2,POPDC3,0.617322572860651
BCAT1,EIF3D,0.617317689176361
ARF1,SUPT5H,0.617316810736264
TMEM64,PJA2,0.61731624826826
RSRC2,NUP153,0.61731597249588
COX15,TOMM40L,0.617315880722474
LIN9,CDK1,0.617308856274176
LILRA4,C1QC,0.617306598067758
PHLDA1,PEX7,0.617302740264222
TUBB4B,GGH,0.6173025217202
KDELR2,TUBB2B,0.617300742570768
KDELR2,TUBB,0.617300742570768
DDX1,VBP1,0.617299097555067
TULP1,PLA2G4C,0.617296528230919
TRAP1,PRKCSH,0.617289236394968
PRDX1,ZNF146,0.617288643784927
TIMM17A,ARPC1A,0.617287545819623
ADGRF1,RPLP0,0.617281406431698
RMDN3,CD81,0.617272394486047
DNAJA2,G3BP2,0.617270448660143
CCDC50,PSMB9,0.617269568407133
GSTP1,PPP1CA,0.617266217208352
AGXT,STC1,0.61726490659497
S1PR3,ANXA1,0.617259903441911
KCMF1,RAP2C,0.617258991726898
CREB3L4,LYRM7,0.61725374447103
CLMP,PGAP1,0.617251722863488
ATP6V0C,ATP2C2,0.617251171455375
SERPINB1,KRTCAP3,0.617250765340385
ANGPTL2,PTGIS,0.617250135736502
PDCD10,VBP1,0.617249588661257
GNB1L,WDR75,0.617240441475967
KIFC1,CIAO1,0.617239111786535
ANTXR2,CYBRD1,0.617235349038573
PKN1,TBRG4,0.617234859300787
RPL7L1,SCAMP1,0.617232754030562
GNB2,TAF9,0.617231155952144
KLF12,LRRC37A,0.617229195108931
ATP5F1B,RAB3A,0.617225943037159
AADAC,XRCC1,0.617223590300571
ATP6,ALX4,0.617222279893957
VAMP8,SYNGR2,0.617220892401651
MRPS9,TOX,0.617220776478383
HMGB1,MRPS9,0.617220776478383
PDGFRA,TIMP2,0.617220203001792
IKZF5,CGGBP1,0.617219932746513
CKS1B,TCEA1,0.617218137594738
RPAP2,CDC25C,0.617217331016809
KCTD12,HLA-DPA1,0.617209191032724
CSNK1A1,CCT5,0.617208983014514
MTFR2,ASPM,0.617208447716875
DKC1,DEK,0.617200526862422
CSTF2,ATP8B5P,0.617200059177037
UBA2,NOP56,0.617194853427354
FAAH,RANBP10,0.617194760089108
ETFA,UBE2A,0.617190411713196
ADNP,POLR2B,0.617183678587584
PPTC7,BRAF,0.617182963002395
GPATCH2,RAC1,0.61718220957924
RHOB,HAO1,0.617181472264023
EPHA2,PIEZO2,0.617177435931698
PFN1,CALM3,0.617176021024128
BANF1,GTF3C5,0.617173300356301
GTF2A1,SOX5,0.617172878287308
DDX1,ENY2,0.617167053732502
PDGFRB,XAF1,0.61716703567142
GJB1,SEMA3F,0.617162945337147
PON3,SLC33A1,0.617162325764381
RAB6C,SLC9A7,0.61716109804847
MLH1,RFC3,0.617152277293313
ATP5MC3,TBCA,0.61715141778801
TARBP1,ZNF10,0.617148988975229
ETFA,PSMA3,0.617145342868839
ACADM,MAGOHB,0.617144957030402
POLR3G,WDR6,0.617144829391092
FMO1,TNK1,0.617141928191689
RPL27,WDR46,0.61713577249485
MRPL18,NIP7,0.617131849111209
AFF3,CCDC3,0.617129541246166
TPX2,PIMREG,0.61712571901113
IKBIP,LOX,0.617121970319687
CLCF1,SLC43A3,0.617120954764532
GJB1,SYBU,0.617115985787295
LGALS1,UBE2M,0.617113084812775
ATP5F1B,RPL11,0.617112145609546
PHF21A,UBR5,0.617108755899919
PDIA4,MRC2,0.61710591303234
DHX9,GALNT10,0.617105683332906
EFNA3,FLRT1,0.617105457124982
F11R,CCT3,0.617104325788379
RPSA,HELB,0.61709996670262
