Gene1,Gene2,Score
PAPOLG,H2BC10,1.08284400728267
PAPOLG,H2BC9,1.08284400728267
PAPOLG,H2BC6,1.08284400728267
PAPOLG,H2BC7,1.08284400728267
PAPOLG,H2BC8,1.08284400728267
POLR2J,PAPOLG,1.08284400728267
PAPOLG,H2BC17,1.08284400728267
SPIN1,CLINT1,1.08284189145406
AFG3L2,DUS2,1.08284037658103
GNAO1,MAK,1.08283587152293
GALK2,SDR42E1,1.0828313447899
IQCE,MELK,1.08282496790087
HLA-DRA,SLC7A6,1.082815234757
DNAJC21,TRMT10A,1.08281367990719
VPS41,RPS14,1.08280775513543
HK1,NAXD,1.08280565994484
GPR84,PTGER3,1.08279614353108
IL15RA,PLAAT4,1.08279167307564
DHFR,ANP32E,1.0827883727706
EPCAM,PERP,1.08278773998853
SEC61A2,SAR1A,1.08278454613607
TERF2IP,PNMA1,1.08278325148264
ZMPSTE24,SV2A,1.08276255671823
POC1A,NUSAP1,1.08275839062523
COMMD8,SCP2,1.08275802826378
LOX,PI3,1.08274330933902
ITK,CD48,1.08273693194877
FYB1,BEST1,1.08273477092025
SDSL,PDIA3,1.08272713756824
TMEM106B,SCP2,1.08272566317675
TAS2R5,ATP5MJ,1.0827245674799
WDR36,RPS24,1.08271837882791
TBL3,RPS24,1.08271837882791
BATF,TMEM140,1.08271710382652
MNX1,SRPX,1.08271595944471
FBL,PSMD3,1.08271119390185
TMEM219,PRDX5,1.08270534838249
PLK1,EXO1,1.08269609812623
ATP5F1B,RPL29,1.08269161188821
MTCL1,OCRL,1.08269147851456
CTSL,CYP27A1,1.0826845146797
PRKCZ,SMC6,1.08268379630504
CXorf65,DIAPH2,1.08267809215175
DNAJB6,MRM2,1.08267719258527
DNAJB6,FTSJ1,1.08267719258527
DNAJB6,FTSJ3,1.08267719258527
PHB2,SLC25A5,1.08266904864504
SCOC,FAR1,1.08266298793798
NOC2L,ME2,1.0826627892191
HSPA6,TUBA1C,1.08266195234629
TMBIM6,TM9SF2,1.08265307939354
GPN3,OTUB2,1.08265183400798
CLCA1,PIK3C2G,1.08264500459991
AMZ2,NGLY1,1.08264085585343
ARF4,PSMD10,1.08263766464086
NAXE,MRPS16,1.08263762037923
NRL,SYP,1.08263102944697
TMX2,TXNDC16,1.08262284052959
ANXA9,MS4A14,1.082617467063
FDPS,CCT3,1.08261447695774
PASK,CCL4,1.08261328477518
LRGUK,PAK6,1.08261167583039
RPS23,NAPRT,1.08260989406502
NR3C1,SMAD5,1.08260953408485
PARK7,DCPS,1.08260706739253
DROSHA,BRSK1,1.08259957151371
CDC50B,SACK1H,1.08258962607718
IGF2BP3,DMC1,1.08258899919321
COA4,MAGOHB,1.08258687036265
RBBP4,RPA1,1.08258548106324
EGLN3,CEP112,1.08258439371863
SMC4,MAP3K5,1.08258233697557
SAMM50,NDUFS8,1.08257666733743
SNED1,BMP7,1.08257567017541
SLC43A3,PLP2,1.08257270283345
PPIF,RHBDL2,1.08257054108436
TAGLN2,TRAM2,1.08256336034463
LMNB1,GTSE1,1.08255184657305
PFN1,WDR1,1.08254525503792
TEC,SMC3,1.08253387237299
ZNF554,TAF9B,1.08253341238707
ZNF267,TAF9B,1.08253341238707
MAPRE2,TUBA3E,1.08252819470309
ZZZ3,ATRAID,1.08252714850045
PDHA1,TUBA8,1.08252535600363
IARS1,TUBA8,1.08252535600363
TUBB4B,APOM,1.08252243016267
DACT1,PRELP,1.08251521618211
CNTN6,EZR,1.08251089262466
EXOC7,TEKT2,1.0825102483167
STK26,AGGF1,1.08251005502359
PGAM1,PPM1G,1.0825084571827
NDUFS3,ISCA1,1.08250656054175
MTPN,CALM2,1.08250465439469
CDK2,LRR1,1.08250421404861
CLTA,MAT2A,1.0825011274006
HARS1,ME1,1.08249067360329
ATP2B4,FBXW7,1.08248809275116
F10,CCL15,1.08248732995241
SH3GL3,TSPYL5,1.08248731183858
EYA3,TNPO1,1.08248277082169
PLRG1,SMARCA1,1.0824793944855
PPP1R17,COLGALT2,1.08247587047545
MAPRE1,BUB1B,1.08247343283316
MAPRE1,LSM1,1.08247343283316
IFITM2,CSTA,1.08247269813275
GNB1,RHOB,1.0824707533039
SMPDL3A,SLC31A2,1.08246750411687
C1QB,CD53,1.08246276364231
HCST,MTR,1.08245996097714
ITGB2,EMILIN2,1.08245893498335
DROSHA,BEND3,1.08245647786799
CCT8,IPO5,1.0824419469488
DDX3X,BCLAF1,1.08243843479469
KLF12,IDO1,1.08243774035769
STAU2,APP,1.08243206764122
CTSE,PHACTR2,1.08242900185518
MOK,NEMF,1.0824218387305
DIMT1,TNPO1,1.08241969381906
CLK3,DLG2,1.08241675737459
TFE3,SNX3,1.08241467028012
WWTR1,SCN2B,1.08241056207722
GPATCH8,ZC3H11A,1.08240768822301
TROAP,RANBP1,1.08240734684473
CTSL,ATP6V1E1,1.08240529258014
ZBTB32,RNPEPL1,1.08240008279646
KLF1,TRAF1,1.08239061039715
HK2,PLAUR,1.08238883428586
RADIL,RNF8,1.0823875756243
RADIL,CHFR,1.0823875756243
AFDN,RNF8,1.0823875756243
AFDN,CHFR,1.0823875756243
GLUD2,LMNB1,1.08238625780041
TRUB1,HSPA6,1.08237219954941
CREM,PPP2R3C,1.0823683720912
EXOSC5,RPL12,1.08235868119406
IRAK4,MAPK8,1.08235796552867
PRIM1,CTU1,1.08235725033557
EDNRA,LRRC8C,1.08235457711319
COPS2,PJA2,1.08235118451683
MCM6,RBBP4,1.08235014905799
GAS1,NR0B2,1.082344777404
SNUPN,MRPL46,1.08234123689826
ACSL1,ORM2,1.08233533372114
HK2,SLC24A1,1.08233210834386
WWOX,RPL39,1.08233026413058
NINJ2,MYRF,1.08232886405233
RPS15A,TSG101,1.08232704512047
RAB5C,COPB2,1.08231465521249
MYL12B,HMOX1,1.08229610795663
SLC2A5,C1QA,1.08229249646187
ACTB,TAGLN,1.08228955505298
TAGLN,ACTG1,1.08228955505298
CNIH4,CALML4,1.08228741378173
NAA30,CCT5,1.08228299481768
SPOCK1,AKAP12,1.08228003144069
CCL22,CD4,1.08226627950897
SLC9A1,ACSS1,1.08226265682437
GAS6,CLPP,1.08226154931376
CRYAB,PLAT,1.08225733608582
ABCA5,ATP6V1E1,1.08225579873039
FGFR2,SMC1B,1.08225202975865
FKBP5,NSMAF,1.08224461070641
TBPL2,SMARCD3,1.082240523158
TBPL2,SMARCD1,1.082240523158
OLIG2,AKIRIN2,1.08224049529412
PDE4A,PRKAR2B,1.08223399490782
DLG1,NSUN3,1.08222941916499
GYS1,PRKAR2A,1.08222702383223
NOP56,EIF3C,1.08222248291243
PDIA3,TM9SF4,1.08221994545452
MUC2,NOS3,1.0822188378489
EML1,ZFHX4,1.08221416378997
TCF19,ACYP1,1.08221084043077
TUB,WNT10A,1.08220549862405
SEPTIN3,CDC42,1.0822046798564
PSMD4,PRDX2,1.08220462566088
AANAT,TJP2,1.08219522243966
SMC4,NUAK1,1.0821794303802
HAAO,TMBIM4,1.08216374026406
ANKRD36,NFKBID,1.08216144521229
NUF2,CDC6,1.08215094572656
AFG2A,TM9SF4,1.08214105674314
PASK,IL1B,1.08214019878945
HIPK4,RPS6KL1,1.08213947943273
NUP50,NECAP1,1.08213598681948
CPEB1,PIWIL1,1.08213099948615
CHAF1A,YWHAE,1.08212901136255
HDHD3,RAB3D,1.08212554525624
BIRC5,AIFM2,1.08212138274533
EXOC3L1,RAB8A,1.08211975012482
PASK,IL1A,1.08211622214903
HNRNPA3,VCP,1.08210372896338
SPRY2,LRRC15,1.08210042958153
PPARG,RPL12,1.08208791921541
NOP9,DDX5,1.08208138269935
LHFPL2,MED11,1.0820803784008
AP2S1,GPX1,1.08207812210752
CCT4,CDC5L,1.08207413106875
DNAJC27,UXS1,1.08207317021741
TUBA1B,SEC61A2,1.08205681233085
POLR3F,GPN3,1.08204400265073
CDC20B,RBBP7,1.08204184185077
ADGRF1,KAT6A,1.08202401039045
KPNA4,VCP,1.08201979787616
KYNU,THEMIS2,1.08200846202518
PPCDC,IKBKE,1.08200598234735
PUSL1,MRPL36,1.08200519820982
TRAP1,CKS1B,1.08200403167876
PRKCE,PSMA2,1.08200279837584
SUB1,PRICKLE4,1.08199515341904
GUK1,STK17B,1.08199503105333
PUS10,RPL36A,1.08199473211381
PUS10,RPL36AL,1.08199473211381
PPP6C,CDC14B,1.08199001741918
RIPK3,DLG4,1.08198822581981
PSMB6,ATP13A1,1.08198398006738
PSMA3,ATP13A1,1.08198398006738
PSMA7,ATP13A1,1.08198398006738
ENAH,SPRR2G,1.08198186937508
MED6,IMPDH1,1.08197977727762
FGF1,PMP2,1.08196793479951
SHROOM3,PXDN,1.08196517745425
ARID5A,PASK,1.08196431320488
SH2B3,RASSF2,1.08196247403651
AK2,ARF3,1.08196182823861
RAB8A,RAP2B,1.08195730390901
SNRPB2,SEM1,1.08195709114939
PYGM,SRPX,1.08195328303604
PGK1,RAB7A,1.08194752922768
SIGLEC1,PLEKHO2,1.08194464759479
MTIF3,SAFB2,1.08194178442977
BIRC5,STYX,1.08192826864258
ERH,POLDIP2,1.08192498192214
IQCE,HUNK,1.08192231322666
SMC1B,CDKL2,1.08191547779782
DDX1,ERCC2,1.0819076360907
TSPYL4,ATP6V0A1,1.08190286254911
P4HB,PLOD1,1.08190209366679
DDIAS,FOXM1,1.08190002845033
PAK1,ACTG1,1.08189425291682
PAK1,ACTB,1.08189425291682
H2AX,RPS16,1.0818899762059
RPS16,H2AC6,1.0818899762059
EPS15L1,PICALM,1.08188665567477
OVCA2,TMLHE,1.08188064774007
ARHGAP45,HLA-DMB,1.08187776312881
AP5M1,SCOC,1.0818762859429
ALDH2,GBE1,1.0818762137212
SLC9A6,NAP1L3,1.08186385027939
ZC3H3,ZSCAN16,1.08186377333182
GARS1,SEMA3B,1.0818629945076
RPL13A,CNOT2,1.08186254282272
TSG101,GAL3ST1,1.0818567570966
AHCTF1,STK17A,1.08185088858528
PPCDC,CASK,1.0818487272745
PAK3,SMC6,1.08184509605748
AK4,MRPS17,1.08184309211419
TMEM54,DDR1,1.08184249644142
SDR16C5,RPIA,1.08183689464671
DHODH,COQ3,1.08183535639777
PSMD10,STX16,1.08182997032297
ASCC3,PSMD10,1.08182997032297
CSNK2B,RPL6,1.08182997032297
VSIG4,CD36,1.08182813453632
CACHD1,RBP4,1.08182466675039
ACVR2A,PPM1F,1.08182392111489
CARNMT1,MPV17,1.08180406642546
PCNA,ACTL6A,1.08180041952663
SPIN1,SECISBP2,1.08179984579934
EPB41L4A-AS1,MLPH,1.08179476404881
HOXB13,BBOF1,1.08179169033747
COX10,PGLS,1.08178996727789
BTN3A3,PLAAT4,1.08178710559196
COX7C,SCAND2P,1.08178051443268
ST7L,UBE2Q1,1.08177806265335
HSD17B12,SLC7A3,1.08177734278689
TRIM46,SERPINB7,1.08177677676838
SRGN,IFT80,1.08177633553533
MAP1B,UBE3B,1.08176101151297
NOMO1,SLC25A5,1.08175394016906
NOMO1,SLC25A4,1.08175394016906
ARX,SUZ12,1.08174794053979
GPR75,MACF1,1.08173231107673
CDKL4,RPS6KA5,1.08172667043875
FBXL3,CLK4,1.08171881510961
CTSO,TBCA,1.0817150344012
IARS2,RAB4A,1.08171128855079
PHB2,NCL,1.08171033776658
DUSP12,KRI1,1.08170303393047
LYZ,C3AR1,1.08170005986614
OLFML3,SEMG2,1.08168953287894
IFI30,CHI3L1,1.08168823313634
NME1,C1QBP,1.08168736395082
APOA2,C4BPA,1.08168314489369
LCP1,ARHGAP9,1.08167990013497
TSR3,CCDC86,1.08166151047687
MAPKBP1,WDR83,1.0816601899116
MRPL15,PIGY,1.08164557100538
PASK,NFKB2,1.081643471113
GALE,WDR1,1.08164275404384
NDUFS4,RPS27A,1.08164143846402
HSP90AA1,PSMB2,1.08163628500792
RNF149,LAMP1,1.08163615158144
KLF6,ZKSCAN5,1.08163086687092
HSPA5,RAD23B,1.08162979560034
AQP9,GRHPR,1.08162968644898
TGDS,LMNB2,1.08162605656684
PMPCA,EHMT1,1.08162587615603
ARRDC2,IL4R,1.08162004756236
KHK,SERPINA7,1.08161834105753
SRSF12,MYEF2,1.08161786903418
MAP3K5,MPP4,1.08161591644088
ALAS2,COPZ2,1.08161588369818
TINF2,P2RX4,1.0816152065068
SPAG5,TOP2A,1.08161030225553
DAPK3,NOP2,1.08160798162197
BLK,PPM1D,1.08160760700016
AKT1,NSUN2,1.0815973634875
ATP5F1C,ATP5MC3,1.08159383898564
ACAT2,OXCT2,1.08158988523233
SEC63,ACTG1,1.08158552412835
SEC63,ACTB,1.08158552412835
PARP14,RDH5,1.08156633261192
APCS,HYAL1,1.08156571210979
GK5,PFKP,1.08156363259479
GCH1,BIRC3,1.08156200772849
HLA-DPA1,NCF2,1.08155409981955
CKM,RRM2B,1.08153826884002
CKB,RRM2B,1.08153826884002
RRAS2,NOC2L,1.08153760161381
TRIB2,GUK1,1.08153679055259
RSL24D1,RPS18,1.08153147207151
PHB2,SERBP1,1.08152021715421
MAB21L1,BCL3,1.08151547615953
CILK1,SMC6,1.08151007676954
CYC1,GLRX2,1.08150685569338
FAF1,RAB1A,1.08148947884076
AP1S3,NPLOC4,1.08148801151892
KPNA4,MCM3,1.0814864152612
PITPNM2,NOL10,1.08148375500689
KANSL1L,CTSO,1.08148201285546
MTBP,RNF130,1.08147996123179
CLK1,MPP4,1.08147959162356
CNTFR,AMIGO3,1.08147500432973
DNAH5,RPS19,1.08147131445161
POLM,SLF1,1.0814705339229
POLL,SLF1,1.0814705339229
NEK10,MINK1,1.08146817818551
CHRM2,COLGALT2,1.08146692446182
RCAN2,GPX8,1.08146651226841
TK1,CHAF1B,1.08146554688724
MPP1,PRKG2,1.08146261592543
APOC2,MDM4,1.08146057060534
MPP1,DYRK4,1.08144865348798
SEH1L,GTF3C3,1.08144010759259
ZC3H15,SSB,1.08143947082319
CSF3R,JUNB,1.08143913464905
MPP3,PRKD1,1.08143378634151
TRIB3,MPP4,1.08142535457452
EEF1A2,CCNB2,1.08142377943867
MED11,THEMIS2,1.08141889607867
FHL2,TYR,1.08141555594954
ARFGEF1,CDC16,1.08140751271893
ARL2,OTUB1,1.08140611668184
GPR75,SEPTIN11,1.0814017283434
DDB1,BLMH,1.08140148181691
KIR3DL1,SYN2,1.08139998732083
GOPC,ZNF146,1.08139784399068
CTSB,FBP1,1.08139771187909
EBNA1BP2,SERBP1,1.08139752986988
ADM,BGN,1.08139501394828
METTL1,PWP2,1.0813917506518
MYO7B,MYO9A,1.08138682564821
AP3B2,SYS1,1.08138570131675
MAPK7,RAB5C,1.08137494369997
SPEF2,RPUSD4,1.08135832352179
TREH,ACSL4,1.08133971210452
CCT2,ATAD3A,1.08133807208283
MPP7,TESK1,1.08133800335639
HCLS1,MS4A6A,1.0813339100198
CLCN6,CHD6,1.0813232627504
CTSL,GBE1,1.08132230968362
UBE2H,GRHPR,1.08131395263351
PSMD2,RPN1,1.08130927143054
RBMS3,MAPT,1.08130886792151
RBMS3,MAP4,1.08130886792151
GNB2,RHOB,1.08130665084799
LILRB3,ARRB2,1.08130179260592
CSTA,CD14,1.08129681772833
GAR1,RPL23A,1.08128988648748
DDX56,RPL17,1.08128849808077
PPP3CC,SNRPD3,1.08127955609823
THRB,NR0B2,1.08127830017938
THRA,NR0B2,1.08127830017938
HCLS1,LST1,1.08127534650702
TIPRL,NAP1L1,1.08125904741178
UBE2C,VPS13D,1.08125695730661
NES,DDX52,1.08124834448073
RALBP1,RPL4,1.08124833336241
GFRA1,ADAM12,1.08124606439254
EXOSC9,PSMB3,1.08124305761585
PCMTD2,PAPSS2,1.08123773924388
ETF1,GCDH,1.08123402203523
CEP55,PSRC1,1.08122457159516
ABAT,QDPR,1.08122277143314
AMBP,APOB,1.08122063756412
QPRT,PXDN,1.08122056130468
EXOSC2,POLR3D,1.0812129870916
CRY1,AGL,1.08121172293159
CDK12,CHTF18,1.0812108250611
HIBCH,ASNS,1.08121054988134
SIN3B,CBFA2T3,1.08119936813295
DNAJA2,FXR1,1.08119599583416
CWC27,SMIM11,1.08118321588124
SIK1,SMC1B,1.08118163903525
CIB1,CD151,1.08118144090903
MAPK9,KALRN,1.08117921437347
PPP1CA,GRAP2,1.08117681007204
ZMYM4,ZRANB2,1.0811753349389
SLC20A1,PAGE1,1.08117392911697
TLK2,SF3B1,1.08117296694575
SKP2,TFDP1,1.08117253819567
PPM1G,SERTAD2,1.0811655286095
ZNF677,ZKSCAN3,1.08116303354294
AHCY,RPS7,1.08115921556863
SNAP25,SLC12A8,1.08114408341727
GLI2,CNBP,1.0811324739863
CAMKK2,GLI2,1.0811324739863
GLI2,CAMKK1,1.0811324739863
SMC2,PRKAA2,1.08112963796738
OSGEPL1,COQ10B,1.08112670836696
COX6C,NDUFAB1,1.08112568806554
RAB6B,AP3B1,1.08111980505507
RPL11,SEMG2,1.08111579948677
KITLG,OAS3,1.08111346483561
LAP3,PTPRC,1.08110969616132
EXOSC2,NDOR1,1.08110120035229
NUP98,PABPC4,1.08109367787745
NNMT,STEAP3,1.08109298384417
SMR3B,PRB1,1.08107360685279
CTHRC1,COL12A1,1.08107308551388
HDAC2,TADA2A,1.08106955731559
HMBS,PRDX2,1.08106450475929
MRPL17,TAF9,1.08106394681543
ZNF593,EIF3C,1.08106161461521
CD109,PTCH1,1.08105948804293
GFPT1,GTF2H1,1.08105823937457
CCL4,TNF,1.08105551855248
LDB3,STAT6,1.08105302913642
DROSHA,CDK1,1.0810493629978
CEP20,TMSB4Y,1.08104084822706
CLCN5,CA12,1.08103640754333
PPP1R2,GBA2,1.08103212571238
KAT6A,NOA1,1.08102799126697
NOP10,UBL5,1.08102347177824
GUCA1A,BBS7,1.08101857583444
ZNF345,ZNF430,1.08101819923997
LARP4B,CD79A,1.08100844284595
WDR17,CFAP44,1.08100732343246
MOCS2,TRAPPC13,1.08100575484712
CDK19,SKP1,1.08100305160214
BPI,SYP,1.08099476302102
NCS1,GOT2,1.08098795975478
DRG1,NOL6,1.08098216567267
VPREB3,BLVRB,1.08098084077164
PRELID3B,PDCD2,1.08096569544144
CWC27,STX8,1.08096501945336
ATP7A,SGPP1,1.08096217736121
SGPP2,ATP7A,1.08096217736121
ARHGAP1,TM4SF1,1.08095932829682
EXOC3,PPIB,1.08095263888291
SUMO1,ACTN3,1.08095230876315
CSF1R,FGF7P3,1.08095000610538
NOP2,QARS1,1.08094858593188
STK25,NSUN3,1.08094563644724
PTTG1,ESPL1,1.0809429360326
MTFMT,MAPKAPK5,1.08093343761274
MUC7,PRH1,1.08093272598338
ZBTB8OS,RPL26L1,1.08092842393506
RBM34,SDAD1,1.08092452713188
FZR1,PRPS2,1.08092107230626
ATP5PB,SNRPB2,1.08091945556396
AQP9,CD4,1.08090986165398
H2AC21,RPS15A,1.08090788711141
FOXN2,UQCRB,1.08090270898346
SEC23B,SORT1,1.0809002493298
SEC23B,SORCS2,1.0809002493298
ND4,GPT2,1.08089783302047
NTHL1,TUFM,1.08089709527757
LRGUK,IGF1R,1.08089658779565
CEP192,THAP1,1.0808962383312
JMJD1C,MTHFD1,1.08089593868326
CCR1,BMAL1,1.08089519405921
BACH2,MAPKAPK3,1.0808937639659
SHKBP1,MS4A1,1.0808888705727
MPHOSPH10,RPL27,1.08088863713737
CYCS,MRPL50,1.08088694434861
SAMM50,RPS23,1.0808837204854
NMD3,DUS1L,1.08088240297498
JAK1,NEMF,1.08088185292949
RRM1,TUBA1C,1.08087698461812
H2BC1,PABPC1,1.08087345503854
PPP1CB,SERINC1,1.08087227331392
TMED10,H2AJ,1.08087067714793
EXOSC2,CTU1,1.08086638364296
PSMC6,XPC,1.08086574437378
EXOSC2,MCM5,1.08086267674815
GAR1,ELOVL4,1.0808423946419
ARFGEF2,RAB1B,1.08083905727827
FILIP1L,CRISPLD2,1.08082769918005
CHUK,EIF2AK4,1.08081973978766
ELAVL1,TRA2B,1.08081410074438
CTSD,UBR2,1.08081381679917
UBE2K,SMARCA4,1.08081381679917
UBE2K,SMARCA2,1.08081381679917
RAB6B,YWHAE,1.08081350244107
NOL10,EIF2S2,1.08080983421971
ALYREF,RAN,1.08080529247022
FKBP2,WDR5B,1.0808000629782
TRIM46,RGS6,1.08079718566721
RRM2,E2F8,1.08079625670937
CSF2RB,ARRB2,1.0807937026795
HMGCS2,COQ8A,1.08079023886677
DHRS2,ACTB,1.08078278889441
ALG5,SEL1L,1.0807823789856
LGALS1,TIMP1,1.0807797009355
ZNF429,ZNF195,1.08077672947218
RPL23AP82,LRRC47,1.08077597068403
NOC4L,TSR2,1.08077494243094
SHROOM3,SLC4A5,1.08077309571697
CDK12,NEMF,1.08076320936342
RNASEH2A,STT3A,1.08075889796284
PAK4,NSUN5,1.08075827586158
ITGB1,SEC61A2,1.08075684384626
MYCBP,HCLS1,1.08075425969595
DLK1,JAKMIP2,1.08075356822523
TADA2A,KLF10,1.08074614170775
MTF1,WNT7A,1.08072100177345
GLRB,RPL30,1.08072087536166
XDH,LPIN2,1.08072048392667
ZNF317,ZBTB16,1.0807150500019
KANSL1L,N4BP1,1.08070673932505
XRCC3,EIF2S2,1.08070558181448
CYB5R3,PCYT1A,1.08070234162106
ATP1A1,PIR,1.08070187820447
SERPINI1,PHYHIP,1.08069896945405
HSPB8,TPD52,1.08069834017769
C3AR1,CD4,1.08069009442632
HECTD1,NR1I2,1.08068166517879
HECTD1,NR1H2,1.08068166517879
MSRB2,RMND5B,1.08068121513006
AURKA,CDC45,1.08067529953972
HSPB1,SMARCD2,1.08066570856253
DNAJC21,UTP14C,1.0806630377562
PLAUR,P3H1,1.0806594472812
ACSL4,PKM,1.08065922179618
ACSL4,PKLR,1.08065922179618
CFDP1,UBE2A,1.08065827006776
UBE2B,MUS81,1.08065827006776
UBE2A,MUS81,1.08065827006776
CFDP1,UBE2B,1.08065827006776
RPL9,WARS1,1.08065329387173
MRPS16,SMC1A,1.08064984624047
AZIN1,SRSF1,1.08064890142558
ABAT,IRF2BP2,1.08064644406883
RPSA,RBM28,1.08064587750808
CLIC1,TGFBI,1.08064525920268
CNRIP1,JPH4,1.08063755491149
NTNG1,PCOLCE2,1.0806339095616
IMPDH2,EIF3B,1.0806154010142
RPL13A,POLE,1.08060956507471
CCDC33,SHARPIN,1.0806047452889
GPC1,HPD,1.08059090390857
FANCG,RMI1,1.08058887325851
CTDSP2,XRCC5,1.08058099361085
RNASE11,RALA,1.08057802403959
ATG7,UXS1,1.08057092662747
SH2D1A,CD2,1.08056151616903
APBB1,SERPINI1,1.08056078889524
PCCB,CHD9,1.0805581110169
HLCS,ND3,1.08055264688693
STON1-GTF2A1L,PRKAR1B,1.08054255934067
CRTC1,RPS12,1.08053599683975
PARD6G,ZC3HAV1L,1.08053437084695
WDR7,SLC35A5,1.08052456874666
ZWILCH,DLGAP5,1.080521142162
CNOT2,RPS10,1.08051453796826
RPS10,TBP,1.08051453796826
DNAJA1,EEPD1,1.08051348084153
ATG7,MPV17,1.08050926626316
UNC13A,CAMSAP2,1.08050648827854
NUDCD3,DNAJC11,1.08050086967506
DMTN,RTN4,1.08049705872985
ERH,GNL3,1.08049146338868
HLA-DMB,XRCC4,1.08048992008184
RAP1GAP2,SNPH,1.0804770442914
ZNF165,SLC30A1,1.08047267432079
LRPPRC,OTUB2,1.0804662937032
WDR91,CFAP44,1.08046136399616
APRT,NSUN2,1.08044422612013
HS3ST5,SULT1B1,1.08044209614774
HS3ST5,SULT1C4,1.08044209614774
HS3ST5,SULT4A1,1.08044209614774
HS3ST5,CHST5,1.08044209614774
CHST4,HS3ST5,1.08044209614774
HS3ST5,SULT1C3,1.08044209614774
HS3ST5,CHST6,1.08044209614774
HS3ST5,SULT6B1,1.08044209614774
HS3ST5,SULT1A4,1.08044209614774
HS3ST5,SULT1A3,1.08044209614774
HS3ST5,SULT1C2,1.08044209614774
HS3ST5,SULT2A1,1.08044209614774
HS3ST5,CHST1,1.08044209614774
HS3ST5,CHST3,1.08044209614774
HS3ST5,CHST15,1.08044209614774
HS3ST5,CHST7,1.08044209614774
HS3ST5,SULT1E1,1.08044209614774
HS3ST5,SULT1A2,1.08044209614774
HS3ST5,SULT1A1,1.08044209614774
RPL17,SSBP1,1.08043868900613
CDK8,BRSK2,1.08043468951129
AGPAT1,SLC27A3,1.08043235006035
H2BC12L,RPL34,1.0804286029605
OCRL,PTPRK,1.0804263787286
GBP2,CXCR4,1.08042346349411
EIF4E,HSD17B1,1.08041644140132
ETFDH,PIPOX,1.08041260153515
ETFDH,FOXRED1,1.08041260153515
FCER1G,RPS19BP1,1.08039869619697
PIPOX,ADI1,1.08039368956821
POLK,OTUD6B,1.08039151035336
LCP1,MPP1,1.0803854569989
LRRC15,SHMT1,1.08037582655953
RIPK3,DLG1,1.0803732985329
CTSS,MKNK1,1.08037199286981
DVL3,PITX1,1.08034914095506
SORBS3,EFS,1.08034914095506
MIEF2,PSMF1,1.08034914095506
HOXA9,TRIP6,1.08034914095506
KRT19,SFI1,1.08034914095506
SPP1,PDLIM7,1.08034914095506
AP5B1,PDLIM7,1.08034914095506
THAP1,NKAP,1.08034914095506
VTA1,CBS,1.08034914095506
TRIP6,VCL,1.08034914095506
TNFAIP3,SLC16A3,1.0803456994277
CCT8,SNRPE,1.08034336706015
LSM12,RPL11,1.08033901350993
CCT8,EEF1E1,1.08033061008203
NR3C1,IL4R,1.08032434978937
ALDOA,ATF4,1.08032303338771
PES1,PCSK2,1.08031715071944
POLN,TXNDC5,1.08031563039491
TNFSF13B,SEMA4A,1.08030936843284
ARID2,CDHR1,1.08030634982272
GFM1,G3BP2,1.08030055457517
RDX,CPNE3,1.08029349485599
CENPX,ZNF286A,1.08028969934804
PLS1,CALM3,1.08028096275702
RPL3L,H2AC14,1.08028083654681
HLA-DRB1,LST1,1.08027768492491
PSMD14,CLTB,1.08026491384554
MCAT,MAP3K3,1.08026073633581
MINK1,PALS2,1.08025784513376
EIF2AK2,MAGI2,1.08025647104251
TSPAN13,ARHGAP44,1.08024442557479
TUBA3E,MAGI1,1.08024026634177
LINC02687,SCARF2,1.08024026634177
IGF2-AS,SCARF2,1.08024026634177
TMEM132E,SCARF2,1.08024026634177
ZAR1,SCARF2,1.08024026634177
RHOB,PSMD9,1.08023109431877
WWP2,SYT10,1.08022995170958
LILRA2,ZMYM3,1.08022753135587
STT3B,TBPL2,1.08022680704598
DNAJC19,SNRPE,1.08022416120981
DUT,AURKB,1.08021841334304
PMEPA1,ELMO3,1.08021142943217
RABAC1,GLO1,1.08021072218019
BST2,IFITM1,1.08020667258955
DSTN,C12orf75,1.08019653045109
IMPDH1,EIF3G,1.0801948636923
METAP2,FH,1.08018642487511
CSPG4,SYTL1,1.08017815328651
ILF2,CCT3,1.08017788167894
DPP6,PTPRS,1.08016572426246
GALK1,SLC5A4,1.08015913824284
STT3B,RPL15,1.0801556510272
MAD2L1,MCM2,1.08014660855772
NPY1R,LGR4,1.08014221232517
PRMT1,IMPDH2,1.08012908309253
NSUN2,PRKCG,1.08012747499717
EVI2B,SH3BGRL3,1.08012200908012
CCT2,CLTC,1.08012170876603
EPB41L2,UNC119,1.08011188295238
KPTN,ADGRB2,1.08010699229805
COX7C,CTNNB1,1.08009746888674
POTEE,ANKRD27,1.08009539019519
IL10RA,TLR2,1.080088943407
AGAP1,IRF2BP2,1.08008178323137
PCBD1,CA2,1.08007684498724
RABGGTB,CSDE1,1.08007227968489
GJD3,LRP2,1.08006766226006
ROCK1,DNAJB14,1.08006656247261
DMTN,VAMP2,1.08006606392108
CYP51A1,LCP1,1.08006495974903
HNRNPR,RPS16,1.08006386546445
FRK,DROSHA,1.08005553213329
GCHFR,CAPZA2,1.08005273747701
LSM1,DYNLRB1,1.08003824792545
FOXO1,RNGTT,1.08003522265443
OAT,KCNH6,1.08003488449407
