ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID,miRNA_ID,Drug_ID,Pair_ID,PairEvidenceCount
hsa-mir-152-3p,miRNA,CISPLATIN,DB00515,5460033,135,103,135_103,1
hsa-mir-152-3p,miRNA,GEMCITABINE,DB00441,60750,135,55,135_55,1
hsa-mir-152-3p,miRNA,DOCETAXEL,DB01248,148124,135,3,135_3,1
hsa-mir-152-3p,miRNA,PLATINUM,DB12257,23939,135,188,135_188,1
hsa-mir-152-3p,miRNA,TAMOXIFEN,DB00675,2733525,135,123,135_123,1
hsa-mir-152-3p,miRNA,PACLITAXEL,DB01229,36314,135,67,135_67,1
hsa-mir-152-3p,miRNA,TRAMETINIB,DB08911,11707110,135,101,135_101,1
hsa-mir-152-3p,miRNA,VEMURAFENIB,DB08881,42611257,135,148,135_148,1
hsa-mir-152-3p,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,135,16,135_16,1
hsa-mir-152-3p,miRNA,GEFITINIB,DB00317,123631,135,84,135_84,1
hsa-mir-153-3p,miRNA,DOXORUBICIN,DB00997,31703,136,89,136_89,1
hsa-mir-153-3p,miRNA,VERAPAMIL,DB00661,2520,136,21,136_21,1
hsa-mir-153-3p,miRNA,NAVITOCLAX,DB12340,24978538,136,209,136_209,1
hsa-mir-153-3p,miRNA,ARSENIC TRIOXIDE,DB01169,261004,136,32,136_32,1
hsa-mir-153-3p,miRNA,CISPLATIN,DB00515,5460033,136,103,136_103,1
hsa-mir-153-3p,miRNA,OXALIPLATIN,DB00526,6857599,136,204,136_204,1
hsa-mir-153-3p,miRNA,GEMCITABINE,DB00441,60750,136,55,136_55,1
hsa-mir-153-3p,miRNA,CABAZITAXEL,DB06772,9854073,136,49,136_49,1
hsa-mir-153-3p,miRNA,GEFITINIB,DB00317,123631,136,84,136_84,1
hsa-mir-1538,miRNA,DOXORUBICIN,DB00997,31703,138,89,138_89,1
hsa-mir-1538,miRNA,GEMCITABINE,DB00441,60750,138,55,138_55,1
hsa-mir-1539,miRNA,DOXORUBICIN,DB00997,31703,139,89,139_89,1
hsa-mir-1539,miRNA,PACLITAXEL,DB01229,36314,139,67,139_67,1
hsa-mir-1539,miRNA,CISPLATIN,DB00515,5460033,139,103,139_103,1
hsa-mir-154-5p,miRNA,PACLITAXEL,DB01229,36314,140,67,140_67,1
hsa-mir-154-5p,miRNA,DOXORUBICIN,DB00997,31703,140,89,140_89,1
hsa-mir-154-5p,miRNA,GEMCITABINE,DB00441,60750,140,55,140_55,1
hsa-mir-155-5p,miRNA,DOXORUBICIN,DB00997,31703,141,89,141_89,1
hsa-mir-155-5p,miRNA,VERAPAMIL,DB00661,2520,141,21,141_21,1
hsa-mir-155-5p,miRNA,ETOPOSIDE,DB00773,36462,141,68,141_68,1
hsa-mir-155-5p,miRNA,PACLITAXEL,DB01229,36314,141,67,141_67,1
hsa-mir-155-5p,miRNA,IMATINIB,DB00619,5291,141,41,141_41,1
hsa-mir-155-5p,miRNA,CYCLOPAMINE,,442972,141,102,141_102,1
hsa-mir-155-5p,miRNA,CISPLATIN,DB00515,5460033,141,103,141_103,1
hsa-mir-155-5p,miRNA,FULVESTRANT,DB00947,17756771,141,134,141_134,1
hsa-mir-155-5p,miRNA,TAMOXIFEN,DB00675,2733525,141,123,141_123,1
hsa-mir-155-5p,miRNA,ERLOTINIB,DB00530,176870,141,85,141_85,1
hsa-mir-155-5p,miRNA,"N-[(2R)-2,3-DIHYDROXYPROPOXY]-3,4-DIFLUORO-2-[(2-FLUORO-4-IODOPHENYL)AMINO]BENZAMIDE",,9826528,141,122,141_122,1
hsa-mir-155-5p,miRNA,FLUOROURACIL,DB00544,3385,141,7,141_7,1
hsa-mir-155-5p,miRNA,GEMCITABINE,DB00441,60750,141,55,141_55,1
hsa-mir-155-5p,miRNA,OXALIPLATIN,DB00526,6857599,141,204,141_204,1
hsa-mir-155-5p,miRNA,VINCRISTINE,DB00541,5978,141,177,141_177,1
hsa-mir-155-5p,miRNA,GEFITINIB,DB00317,123631,141,84,141_84,1
hsa-mir-155-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,141,174,141_174,1
hsa-mir-155-5p,miRNA,DOCETAXEL,DB01248,148124,141,3,141_3,1
hsa-mir-155-5p,miRNA,SUNITINIB,DB01268,5329102,141,94,141_94,1
hsa-mir-155-5p,miRNA,BUFALIN,,9547215,141,126,141_126,1
hsa-mir-155-5p,miRNA,PLX-4720,DB06999,24180719,141,146,141_146,1
hsa-mir-155-5p,miRNA,ARSENIC TRIOXIDE,DB01169,261004,141,32,141_32,1
hsa-mir-155-5p,miRNA,METHOTREXATE,DB00563,126941,141,81,141_81,1
hsa-mir-155-5p,miRNA,DECITABINE,DB01262,451668,141,91,141_91,1
hsa-mir-155-5p,miRNA,VINORELBINE,DB00361,44424639,141,150,141_150,1
hsa-mir-155-5p,miRNA,SCHIZANDRIN A,,23915,141,187,141_187,1
hsa-mir-155-5p,miRNA,BORTEZOMIB,DB00188,387447,141,17,141_17,1
hsa-mir-155-5p,miRNA,DABRAFENIB,DB08912,44462760,141,142,141_142,1
hsa-mir-15a-5p,miRNA,DOXORUBICIN,DB00997,31703,142,89,142_89,1
hsa-mir-15a-5p,miRNA,IMATINIB,DB00619,5291,142,41,142_41,1
hsa-mir-15a-5p,miRNA,TAMOXIFEN,DB00675,2733525,142,123,142_123,1
hsa-mir-15a-5p,miRNA,DEXAMETHASONE,DB01234,5743,142,43,142_43,1
hsa-mir-15a-5p,miRNA,MELPHALAN,DB01042,460612,142,105,142_105,1
hsa-mir-15a-5p,miRNA,FLUOROURACIL,DB00544,3385,142,7,142_7,1
hsa-mir-15a-5p,miRNA,CISPLATIN,DB00515,5460033,142,103,142_103,1
hsa-mir-15a-5p,miRNA,BORTEZOMIB,DB00188,387447,142,17,142_17,1
hsa-mir-15a-5p,miRNA,PACLITAXEL,DB01229,36314,142,67,142_67,2
hsa-mir-15a-5p,miRNA,GEMCITABINE,DB00441,60750,142,55,142_55,1
hsa-mir-15a-5p,miRNA,OXALIPLATIN,DB00526,6857599,142,204,142_204,1
hsa-mir-15a-5p,miRNA,CARBOPLATIN,DB00958,38904,142,90,142_90,1
hsa-mir-15a-5p,miRNA,MITOMYCIN C,DB00305,5746,142,176,142_176,1
hsa-mir-15a-5p,miRNA,DOCETAXEL,DB01248,148124,142,3,142_3,1
hsa-mir-15a-5p,miRNA,VINCRISTINE,DB00541,5978,142,177,142_177,1
hsa-mir-15a-5p,miRNA,PLATINUM,DB12257,23939,142,188,142_188,1
hsa-mir-15a-5p,miRNA,DABRAFENIB,DB08912,44462760,142,142,142_142,1
hsa-mir-15a-5p,miRNA,VEMURAFENIB,DB08881,42611257,142,148,142_148,1
hsa-mir-15a-5p,miRNA,TAXOL,DB01229,36314,142,67,142_67,2
hsa-mir-15a-5p,miRNA,TRAMETINIB,DB08911,11707110,142,101,142_101,1
hsa-mir-15a-5p,miRNA,DAUNORUBICIN,DB00694,30323,142,88,142_88,1
hsa-mir-15a-5p,miRNA,ETOPOSIDE,DB00773,36462,142,68,142_68,1
hsa-mir-15a-5p,miRNA,VINORELBINE,DB00361,44424639,142,150,142_150,1
hsa-mir-15a-5p,miRNA,PIRARUBICIN,DB11616,11296583,142,135,142_135,1
hsa-mir-15b-5p,miRNA,VINCRISTINE,DB00541,5978,143,177,143_177,1
hsa-mir-15b-5p,miRNA,DOXORUBICIN,DB00997,31703,143,89,143_89,1
hsa-mir-15b-5p,miRNA,PACLITAXEL,DB01229,36314,143,67,143_67,1
hsa-mir-15b-5p,miRNA,CISPLATIN,DB00515,5460033,143,103,143_103,1
hsa-mir-15b-5p,miRNA,FLUOROURACIL,DB00544,3385,143,7,143_7,1
hsa-mir-15b-5p,miRNA,OXALIPLATIN,DB00526,6857599,143,204,143_204,1
hsa-mir-15b-5p,miRNA,GEMCITABINE,DB00441,60750,143,55,143_55,1
hsa-mir-15b-5p,miRNA,IMATINIB,DB00619,5291,143,41,143_41,1
hsa-mir-15b-5p,miRNA,TAMOXIFEN,DB00675,2733525,143,123,143_123,1
hsa-mir-15b-5p,miRNA,AZACITIDINE,DB00928,9444,143,179,143_179,1
hsa-mir-15b-5p,miRNA,TRAMETINIB,DB08911,11707110,143,101,143_101,1
hsa-mir-15b-5p,miRNA,VEMURAFENIB,DB08881,42611257,143,148,143_148,1
hsa-mir-15b-5p,miRNA,SUNITINIB,DB01268,5329102,143,94,143_94,1
hsa-mir-15b-5p,miRNA,GEFITINIB,DB00317,123631,143,84,143_84,1
hsa-mir-15b-5p,miRNA,DABRAFENIB,DB08912,44462760,143,142,143_142,1
hsa-mir-15b-5p,miRNA,APITOLISIB,DB12180,25254071,143,201,143_201,1
hsa-mir-16-5p,miRNA,VINCRISTINE,DB00541,5978,144,177,144_177,1
hsa-mir-16-5p,miRNA,DOXORUBICIN,DB00997,31703,144,89,144_89,1
hsa-mir-16-5p,miRNA,VERAPAMIL,DB00661,2520,144,21,144_21,1
hsa-mir-16-5p,miRNA,GENISTEIN,DB01645,5280961,144,108,144_108,1
hsa-mir-16-5p,miRNA,NUTLIN-3,DB17039,216345,144,63,144_63,1
hsa-mir-16-5p,miRNA,PACLITAXEL,DB01229,36314,144,67,144_67,1
hsa-mir-16-5p,miRNA,TAMOXIFEN,DB00675,2733525,144,123,144_123,1
hsa-mir-16-5p,miRNA,DOCETAXEL,DB01248,148124,144,3,144_3,1
hsa-mir-16-5p,miRNA,BORTEZOMIB,DB00188,387447,144,17,144_17,1
hsa-mir-16-5p,miRNA,CISPLATIN,DB00515,5460033,144,103,144_103,1
hsa-mir-16-5p,miRNA,MELPHALAN,DB01042,460612,144,105,144_105,1
hsa-mir-16-5p,miRNA,GEMCITABINE,DB00441,60750,144,55,144_55,1
hsa-mir-16-5p,miRNA,OXALIPLATIN,DB00526,6857599,144,204,144_204,1
hsa-mir-16-5p,miRNA,IMATINIB,DB00619,5291,144,41,144_41,1
hsa-mir-16-5p,miRNA,CARBOPLATIN,DB00958,38904,144,90,144_90,1
hsa-mir-16-5p,miRNA,MITOMYCIN C,DB00305,5746,144,176,144_176,1
hsa-mir-16-5p,miRNA,PLATINUM,DB12257,23939,144,188,144_188,1
hsa-mir-16-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,144,174,144_174,1
hsa-mir-16-5p,miRNA,LAPATINIB,DB01259,208908,144,46,144_46,1
hsa-mir-16-5p,miRNA,FLUOROURACIL,DB00544,3385,144,7,144_7,1
hsa-mir-16-5p,miRNA,DAUNORUBICIN,DB00694,30323,144,88,144_88,1
hsa-mir-16-5p,miRNA,TRAMETINIB,DB08911,11707110,144,101,144_101,1
hsa-mir-16-5p,miRNA,VEMURAFENIB,DB08881,42611257,144,148,144_148,1
hsa-mir-16-5p,miRNA,VINORELBINE,DB00361,44424639,144,150,144_150,1
hsa-mir-16-5p,miRNA,ETOPOSIDE,DB00773,36462,144,68,144_68,1
hsa-mir-181a-5p,miRNA,DOXORUBICIN,DB00997,31703,145,89,145_89,1
hsa-mir-181a-5p,miRNA,VERAPAMIL,DB00661,2520,145,21,145_21,1
hsa-mir-181a-5p,miRNA,SORAFENIB,DB00398,216239,145,74,145_74,1
hsa-mir-181a-5p,miRNA,FLUDARABINE,DB01073,657237,145,199,145_199,1
hsa-mir-181a-5p,miRNA,IMATINIB,DB00619,5291,145,41,145_41,1
hsa-mir-181a-5p,miRNA,CISPLATIN,DB00515,5460033,145,103,145_103,1
hsa-mir-181a-5p,miRNA,CYTARABINE,DB00987,6253,145,35,145_35,1
hsa-mir-181a-5p,miRNA,DEXAMETHASONE,DB01234,5743,145,43,145_43,1
hsa-mir-181a-5p,miRNA,DAUNORUBICIN,DB00694,30323,145,88,145_88,1
hsa-mir-181a-5p,miRNA,FLUOROURACIL,DB00544,3385,145,7,145_7,1
hsa-mir-181a-5p,miRNA,TRICHOSTATIN A,DB04297,444732,145,10,145_10,1
hsa-mir-181a-5p,miRNA,CARBOPLATIN,DB00958,38904,145,90,145_90,1
hsa-mir-181a-5p,miRNA,VINCRISTINE,DB00541,5978,145,177,145_177,1
hsa-mir-181a-5p,miRNA,MITOMYCIN C,DB00305,5746,145,176,145_176,1
hsa-mir-181a-5p,miRNA,MITOXANTRONE,DB01204,4212,145,22,145_22,1
hsa-mir-181a-5p,miRNA,OXALIPLATIN,DB00526,6857599,145,204,145_204,1
hsa-mir-181a-5p,miRNA,DOCETAXEL,DB01248,148124,145,3,145_3,1
hsa-mir-181a-5p,miRNA,CAMPTOTHECIN,DB04690,24360,145,186,145_186,1
hsa-mir-181a-5p,miRNA,TAXANE,,9548828,145,124,145_124,1
hsa-mir-181a-5p,miRNA,TAMOXIFEN,DB00675,2733525,145,123,145_123,1
hsa-mir-181a-5p,miRNA,PACLITAXEL,DB01229,36314,145,67,145_67,1
hsa-mir-181a-5p,miRNA,PLATINUM,DB12257,23939,145,188,145_188,1
hsa-mir-181a-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,145,174,145_174,1
hsa-mir-181a-5p,miRNA,GEMCITABINE,DB00441,60750,145,55,145_55,1
hsa-mir-181a-5p,miRNA,GEFITINIB,DB00317,123631,145,84,145_84,1
hsa-mir-181a-5p,miRNA,AMG51,,11858109,145,138,145_138,1
hsa-mir-181a-5p,miRNA,GSK1070916,,46885626,145,158,145_158,1
hsa-mir-181a-5p,miRNA,XL765,DB05241,49867926,145,153,145_153,1
hsa-mir-181a-5p,miRNA,PALBOCICLIB,DB09073,5330286,145,95,145_95,1
hsa-mir-181a-5p,miRNA,TOPOTECAN,DB01030,60699,145,50,145_50,1
hsa-mir-181a-5p,miRNA,CARMUSTINE,DB00262,2578,145,26,145_26,1
hsa-mir-181a-5p,miRNA,SIROLIMUS,DB00877,5284616,145,114,145_114,1
hsa-mir-181a-5p,miRNA,METFORMIN,DB00331,4091,145,18,145_18,1
hsa-mir-181a-5p,miRNA,BORTEZOMIB,DB00188,387447,145,17,145_17,1
hsa-mir-181a-5p,miRNA,VINORELBINE,DB00361,44424639,145,150,145_150,1
hsa-mir-181a-5p,miRNA,ETOPOSIDE,DB00773,36462,145,68,145_68,1
hsa-mir-181a-5p,miRNA,PREDNISONE,DB00635,5865,145,34,145_34,1
hsa-mir-181b-5p,miRNA,DOXORUBICIN,DB00997,31703,146,89,146_89,1
hsa-mir-181b-5p,miRNA,GEMCITABINE,DB00441,60750,146,55,146_55,1
hsa-mir-181b-5p,miRNA,SORAFENIB,DB00398,216239,146,74,146_74,1
hsa-mir-181b-5p,miRNA,CISPLATIN,DB00515,5460033,146,103,146_103,1
hsa-mir-181b-5p,miRNA,VINCRISTINE,DB00541,5978,146,177,146_177,1
hsa-mir-181b-5p,miRNA,IMATINIB,DB00619,5291,146,41,146_41,1
hsa-mir-181b-5p,miRNA,DOCETAXEL,DB01248,148124,146,3,146_3,1
hsa-mir-181b-5p,miRNA,FLUDARABINE,DB01073,657237,146,199,146_199,1
hsa-mir-181b-5p,miRNA,OXALIPLATIN,DB00526,6857599,146,204,146_204,1
hsa-mir-181b-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,146,174,146_174,1
hsa-mir-181b-5p,miRNA,CYTARABINE,DB00987,6253,146,35,146_35,1
hsa-mir-181b-5p,miRNA,TENIPOSIDE,DB00444,452548,146,92,146_92,1
hsa-mir-181b-5p,miRNA,TAXANE,,9548828,146,124,146_124,1
hsa-mir-181b-5p,miRNA,TAMOXIFEN,DB00675,2733525,146,123,146_123,1
hsa-mir-181b-5p,miRNA,PACLITAXEL,DB01229,36314,146,67,146_67,2
hsa-mir-181b-5p,miRNA,PLATINUM,DB12257,23939,146,188,146_188,1
hsa-mir-181b-5p,miRNA,MITOXANTRONE,DB01204,4212,146,22,146_22,1
hsa-mir-181b-5p,miRNA,FLUOROURACIL,DB00544,3385,146,7,146_7,1
hsa-mir-181b-5p,miRNA,PALBOCICLIB,DB09073,5330286,146,95,146_95,1
hsa-mir-181b-5p,miRNA,RUXOLITINIB,DB08877,25126798,146,144,146_144,1
hsa-mir-181b-5p,miRNA,TOPOTECAN,DB01030,60699,146,50,146_50,1
hsa-mir-181b-5p,miRNA,METFORMIN,DB00331,4091,146,18,146_18,1
hsa-mir-181b-5p,miRNA,SIROLIMUS,DB00877,5284616,146,114,146_114,1
hsa-mir-181b-5p,miRNA,CELASTROL,,12302620,146,139,146_139,1
hsa-mir-181b-5p,miRNA,TAXOL,DB01229,36314,146,67,146_67,2
hsa-mir-181b-5p,miRNA,VINORELBINE,DB00361,44424639,146,150,146_150,1
hsa-mir-181b-5p,miRNA,ETOPOSIDE,DB00773,36462,146,68,146_68,1
hsa-mir-181c-5p,miRNA,DOXORUBICIN,DB00997,31703,147,89,147_89,1
hsa-mir-181c-5p,miRNA,VERAPAMIL,DB00661,2520,147,21,147_21,1
hsa-mir-181c-5p,miRNA,IMATINIB,DB00619,5291,147,41,147_41,1
hsa-mir-181c-5p,miRNA,GEMCITABINE,DB00441,60750,147,55,147_55,1
hsa-mir-181c-5p,miRNA,PACLITAXEL,DB01229,36314,147,67,147_67,1
hsa-mir-181c-5p,miRNA,FLUOROURACIL,DB00544,3385,147,7,147_7,1
hsa-mir-181c-5p,miRNA,TAMOXIFEN,DB00675,2733525,147,123,147_123,1
hsa-mir-181c-5p,miRNA,CURCUMIN,DB11672,969516,147,137,147_137,1
hsa-mir-181c-5p,miRNA,CISPLATIN,DB00515,5460033,147,103,147_103,1
hsa-mir-181c-5p,miRNA,FULVESTRANT,DB00947,17756771,147,134,147_134,1
hsa-mir-181c-5p,miRNA,GEFITINIB,DB00317,123631,147,84,147_84,1
hsa-mir-181c-5p,miRNA,CRIZOTINIB,DB08865,11626560,147,197,147_197,1
hsa-mir-181c-5p,miRNA,PLATINUM,DB12257,23939,147,188,147_188,1
hsa-mir-181c-5p,miRNA,RUXOLITINIB,DB08877,25126798,147,144,147_144,1
hsa-mir-1825,miRNA,SUNITINIB,DB01268,5329102,148,94,148_94,1
hsa-mir-1825,miRNA,GEMCITABINE,DB00441,60750,148,55,148_55,1
hsa-mir-1825,miRNA,FLUOROURACIL,DB00544,3385,148,7,148_7,1
hsa-mir-1825,miRNA,FULVESTRANT,DB00947,17756771,148,134,148_134,1
hsa-mir-1825,miRNA,TAMOXIFEN,DB00675,2733525,148,123,148_123,1
hsa-mir-1825,miRNA,ANTHRACYCLINE,DB00694,30323,148,88,148_88,1
hsa-mir-1825,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,148,16,148_16,1
hsa-mir-1825,miRNA,TAXOL,DB01229,36314,148,67,148_67,1
hsa-mir-1825,miRNA,METHOTREXATE,DB00563,126941,148,81,148_81,1
hsa-mir-1825,miRNA,CISPLATIN,DB00515,5460033,148,103,148_103,1
hsa-mir-183-5p,miRNA,DOXORUBICIN,DB00997,31703,149,89,149_89,1
hsa-mir-183-5p,miRNA,IMATINIB,DB00619,5291,149,41,149_41,1
hsa-mir-183-5p,miRNA,CISPLATIN,DB00515,5460033,149,103,149_103,1
hsa-mir-183-5p,miRNA,TAMOXIFEN,DB00675,2733525,149,123,149_123,1
hsa-mir-183-5p,miRNA,FLUOROURACIL,DB00544,3385,149,7,149_7,1
hsa-mir-183-5p,miRNA,VEMURAFENIB,DB08881,42611257,149,148,149_148,1
hsa-mir-183-5p,miRNA,DABRAFENIB,DB08912,44462760,149,142,149_142,1
hsa-mir-183-5p,miRNA,PACLITAXEL,DB01229,36314,149,67,149_67,1
hsa-mir-183-5p,miRNA,GEMCITABINE,DB00441,60750,149,55,149_55,1
hsa-mir-183-5p,miRNA,PLATINUM,DB12257,23939,149,188,149_188,1
hsa-mir-183-5p,miRNA,RUXOLITINIB,DB08877,25126798,149,144,149_144,1
hsa-mir-183-5p,miRNA,ONVANSERTIB,DB15110,49792852,149,156,149_156,1
hsa-mir-184,miRNA,CERITINIB,DB09063,57379345,150,160,150_160,1
hsa-mir-184,miRNA,ETOPOSIDE,DB00773,36462,150,68,150_68,1
hsa-mir-184,miRNA,OXALIPLATIN,DB00526,6857599,150,204,150_204,1
hsa-mir-184,miRNA,DOXORUBICIN,DB00997,31703,150,89,150_89,1
hsa-mir-184,miRNA,PLX-4720,DB06999,24180719,150,146,150_146,1
hsa-mir-184,miRNA,CISPLATIN,DB00515,5460033,150,103,150_103,1
hsa-mir-184,miRNA,DABRAFENIB,DB08912,44462760,150,142,150_142,1
hsa-mir-184,miRNA,VEMURAFENIB,DB08881,42611257,150,148,150_148,1
hsa-mir-184,miRNA,PANOBINOSTAT,DB06603,6918837,150,129,150_129,1
hsa-mir-184,miRNA,OSIMERTINIB,DB09330,71496458,150,161,150_161,1
hsa-mir-185-5p,miRNA,DOXORUBICIN,DB00997,31703,151,89,151_89,1
hsa-mir-185-5p,miRNA,GEMCITABINE,DB00441,60750,151,55,151_55,1
hsa-mir-185-5p,miRNA,CISPLATIN,DB00515,5460033,151,103,151_103,1
hsa-mir-185-5p,miRNA,OXALIPLATIN,DB00526,6857599,151,204,151_204,1
hsa-mir-185-5p,miRNA,FLUOROURACIL,DB00544,3385,151,7,151_7,1
hsa-mir-185-5p,miRNA,TAMOXIFEN,DB00675,2733525,151,123,151_123,1
hsa-mir-185-5p,miRNA,PLX-4720,DB06999,24180719,151,146,151_146,1
hsa-mir-185-5p,miRNA,PLATINUM,DB12257,23939,151,188,151_188,1
hsa-mir-185-5p,miRNA,PACLITAXEL,DB01229,36314,151,67,151_67,1
hsa-mir-185-5p,miRNA,TRAMETINIB,DB08911,11707110,151,101,151_101,1
hsa-mir-185-5p,miRNA,VEMURAFENIB,DB08881,42611257,151,148,151_148,1
hsa-mir-185-5p,miRNA,IMATINIB,DB00619,5291,151,41,151_41,1
hsa-mir-186-5p,miRNA,DOXORUBICIN,DB00997,31703,625,89,625_89,1
hsa-mir-186-5p,miRNA,VERAPAMIL,DB00661,2520,625,21,625_21,1
hsa-mir-186-5p,miRNA,CISPLATIN,DB00515,5460033,625,103,625_103,1
hsa-mir-186-5p,miRNA,TAMOXIFEN,DB00675,2733525,625,123,625_123,1
hsa-mir-186-5p,miRNA,PACLITAXEL,DB01229,36314,625,67,625_67,1
hsa-mir-186-5p,miRNA,SORAFENIB,DB00398,216239,625,74,625_74,1
hsa-mir-186-5p,miRNA,METHOTREXATE,DB00563,126941,625,81,625_81,1
hsa-mir-186-5p,miRNA,DAUNORUBICIN,DB00694,30323,625,88,625_88,1
hsa-mir-186-5p,miRNA,GEMCITABINE,DB00441,60750,625,55,625_55,1
hsa-mir-186-5p,miRNA,IMATINIB,DB00619,5291,625,41,625_41,1
hsa-mir-186-5p,miRNA,DECITABINE,DB01262,451668,625,91,625_91,1
hsa-mir-186-5p,miRNA,PALBOCICLIB,DB09073,5330286,625,95,625_95,1
hsa-mir-186-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,625,174,625_174,1
hsa-mir-186-5p,miRNA,FLUOROURACIL,DB00544,3385,625,7,625_7,1
hsa-mir-187-3p,miRNA,DOXORUBICIN,DB00997,31703,152,89,152_89,1
hsa-mir-187-3p,miRNA,ETOPOSIDE,DB00773,36462,152,68,152_68,1
hsa-mir-187-3p,miRNA,BORTEZOMIB,DB00188,387447,152,17,152_17,1
hsa-mir-187-3p,miRNA,CISPLATIN,DB00515,5460033,152,103,152_103,1
hsa-mir-187-3p,miRNA,GEMCITABINE,DB00441,60750,152,55,152_55,1
hsa-mir-187-3p,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,152,16,152_16,1
hsa-mir-187-3p,miRNA,PACLITAXEL,DB01229,36314,152,67,152_67,1
hsa-mir-187-3p,miRNA,VINCRISTINE,DB00541,5978,152,177,152_177,1
hsa-mir-187-3p,miRNA,PREDNISONE,DB00635,5865,152,34,152_34,1
hsa-mir-187-3p,miRNA,VINBLASTINE,DB00570,442111,152,97,152_97,1
hsa-mir-187-3p,miRNA,VEMURAFENIB,DB08881,42611257,152,148,152_148,1
hsa-mir-187-3p,miRNA,DABRAFENIB,DB08912,44462760,152,142,152_142,1
hsa-mir-187-3p,miRNA,CERITINIB,DB09063,57379345,152,160,152_160,1
hsa-mir-187-3p,miRNA,TRAMETINIB,DB08911,11707110,152,101,152_101,1
hsa-mir-188-3p,miRNA,SORAFENIB,DB00398,216239,153,74,153_74,1
hsa-mir-188-5p,miRNA,CISPLATIN,DB00515,5460033,154,103,154_103,1
hsa-mir-188-5p,miRNA,PACLITAXEL,DB01229,36314,154,67,154_67,1
hsa-mir-188-5p,miRNA,FLUOROURACIL,DB00544,3385,154,7,154_7,1
hsa-mir-188-5p,miRNA,GEMCITABINE,DB00441,60750,154,55,154_55,1
hsa-mir-188-5p,miRNA,IMATINIB,DB00619,5291,154,41,154_41,1
hsa-mir-188-5p,miRNA,DOXORUBICIN,DB00997,31703,154,89,154_89,1
hsa-mir-188-5p,miRNA,ETOPOSIDE,DB00773,36462,154,68,154_68,1
hsa-mir-188-5p,miRNA,PLATINUM,DB12257,23939,154,188,154_188,1
hsa-mir-188-5p,miRNA,SORAFENIB,DB00398,216239,154,74,154_74,1
hsa-mir-188-5p,miRNA,DABRAFENIB,DB08912,44462760,154,142,154_142,1
hsa-mir-188-5p,miRNA,VEMURAFENIB,DB08881,42611257,154,148,154_148,1
hsa-mir-18a-5p,miRNA,DOXORUBICIN,DB00997,31703,155,89,155_89,1
hsa-mir-18a-5p,miRNA,VERAPAMIL,DB00661,2520,155,21,155_21,1
hsa-mir-18a-5p,miRNA,RIBAVIRIN,DB00811,37542,155,69,155_69,1
hsa-mir-18a-5p,miRNA,TAMOXIFEN,DB00675,2733525,155,123,155_123,1
hsa-mir-18a-5p,miRNA,CYCLOPAMINE,,442972,155,102,155_102,1
hsa-mir-18a-5p,miRNA,PACLITAXEL,DB01229,36314,155,67,155_67,1
hsa-mir-18a-5p,miRNA,CISPLATIN,DB00515,5460033,155,103,155_103,1
hsa-mir-18a-5p,miRNA,GEMCITABINE,DB00441,60750,155,55,155_55,1
hsa-mir-18a-5p,miRNA,FLUOROURACIL,DB00544,3385,155,7,155_7,1
hsa-mir-18a-5p,miRNA,SORAFENIB,DB00398,216239,155,74,155_74,1
hsa-mir-18a-5p,miRNA,VEMURAFENIB,DB08881,42611257,155,148,155_148,1
hsa-mir-18a-5p,miRNA,DABRAFENIB,DB08912,44462760,155,142,155_142,1
hsa-mir-18a-5p,miRNA,SUNITINIB,DB01268,5329102,155,94,155_94,1
hsa-mir-18a-5p,miRNA,FULVESTRANT,DB00947,17756771,155,134,155_134,1
hsa-mir-18a-5p,miRNA,TRAMETINIB,DB08911,11707110,155,101,155_101,1
hsa-mir-18a-5p,miRNA,TIVANTINIB,DB12200,11494412,155,51,155_51,1
hsa-mir-18a-5p,miRNA,DEXAMETHASONE,DB01234,5743,155,43,155_43,1
hsa-mir-18a-5p,miRNA,GEFITINIB,DB00317,123631,155,84,155_84,1
hsa-mir-18b-5p,miRNA,DOXORUBICIN,DB00997,31703,156,89,156_89,1
hsa-mir-18b-5p,miRNA,IMATINIB,DB00619,5291,156,41,156_41,1
hsa-mir-18b-5p,miRNA,TAMOXIFEN,DB00675,2733525,156,123,156_123,1
hsa-mir-18b-5p,miRNA,CISPLATIN,DB00515,5460033,156,103,156_103,1
hsa-mir-18b-5p,miRNA,GEMCITABINE,DB00441,60750,156,55,156_55,1
hsa-mir-18b-5p,miRNA,FLUOROURACIL,DB00544,3385,156,7,156_7,1
hsa-mir-18b-5p,miRNA,SORAFENIB,DB00398,216239,156,74,156_74,1
hsa-mir-18b-5p,miRNA,DABRAFENIB,DB08912,44462760,156,142,156_142,1
hsa-mir-18b-5p,miRNA,VEMURAFENIB,DB08881,42611257,156,148,156_148,1
hsa-mir-18b-5p,miRNA,PACLITAXEL,DB01229,36314,156,67,156_67,1
