ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID,miRNA_ID,Drug_ID,Pair_ID,PairEvidenceCount
hsa-mir-330-3p,miRNA,DOXORUBICIN,DB00997,31703,254,89,254_89,1
hsa-mir-330-3p,miRNA,GEMCITABINE,DB00441,60750,254,55,254_55,1
hsa-mir-330-3p,miRNA,ETOPOSIDE,DB00773,36462,254,68,254_68,1
hsa-mir-330-3p,miRNA,TAMOXIFEN,DB00675,2733525,254,123,254_123,1
hsa-mir-330-3p,miRNA,FLUOROURACIL,DB00544,3385,254,7,254_7,1
hsa-mir-330-3p,miRNA,CISPLATIN,DB00515,5460033,254,103,254_103,1
hsa-mir-330-3p,miRNA,GEFITINIB,DB00317,123631,254,84,254_84,1
hsa-mir-330-3p,miRNA,OXALIPLATIN,DB00526,6857599,254,204,254_204,1
hsa-mir-330-3p,miRNA,TEMOZOLOMIDE,DB00853,5394,254,174,254_174,1
hsa-mir-330-5p,miRNA,GEMCITABINE,DB00441,60750,255,55,255_55,1
hsa-mir-331-3p,miRNA,DOXORUBICIN,DB00997,31703,256,89,256_89,1
hsa-mir-331-3p,miRNA,PACLITAXEL,DB01229,36314,256,67,256_67,1
hsa-mir-331-3p,miRNA,VERAPAMIL,DB00661,2520,256,21,256_21,1
hsa-mir-331-3p,miRNA,TAMOXIFEN,DB00675,2733525,256,123,256_123,1
hsa-mir-331-3p,miRNA,CISPLATIN,DB00515,5460033,256,103,256_103,1
hsa-mir-331-3p,miRNA,FLUOROURACIL,DB00544,3385,256,7,256_7,1
hsa-mir-331-3p,miRNA,PLX-4720,DB06999,24180719,256,146,256_146,1
hsa-mir-331-3p,miRNA,PLATINUM,DB12257,23939,256,188,256_188,1
hsa-mir-331-3p,miRNA,MITOXANTRONE,DB01204,4212,256,22,256_22,1
hsa-mir-331-3p,miRNA,GEMCITABINE,DB00441,60750,256,55,256_55,1
hsa-mir-331-3p,miRNA,BROMOCRIPTINE,DB01200,31101,256,86,256_86,1
hsa-mir-331-3p,miRNA,SORAFENIB,DB00398,216239,256,74,256_74,1
hsa-mir-331-3p,miRNA,CORTISONE,DB14681,222786,256,80,256_80,1
hsa-mir-331-3p,miRNA,METHYLPREDNISOLONE,DB00959,6741,256,36,256_36,1
hsa-mir-331-5p,miRNA,DOXORUBICIN,DB00997,31703,257,89,257_89,1
hsa-mir-331-5p,miRNA,CURCUMIN,DB11672,969516,257,137,257_137,1
hsa-mir-331-5p,miRNA,IMATINIB,DB00619,5291,257,41,257_41,1
hsa-mir-335-5p,miRNA,PACLITAXEL,DB01229,36314,258,67,258_67,2
hsa-mir-335-5p,miRNA,DAUNORUBICIN,DB00694,30323,258,88,258_88,1
hsa-mir-335-5p,miRNA,VINCRISTINE,DB00541,5978,258,177,258_177,1
hsa-mir-335-5p,miRNA,PREDNISOLONE,DB00860,5755,258,44,258_44,1
hsa-mir-335-5p,miRNA,CISPLATIN,DB00515,5460033,258,103,258_103,1
hsa-mir-335-5p,miRNA,DOXORUBICIN,DB00997,31703,258,89,258_89,1
hsa-mir-335-5p,miRNA,IMATINIB,DB00619,5291,258,41,258_41,1
hsa-mir-335-5p,miRNA,CELASTROL,,12302620,258,139,258_139,1
hsa-mir-335-5p,miRNA,TAXOL,DB01229,36314,258,67,258_67,2
hsa-mir-335-5p,miRNA,PLX-4720,DB06999,24180719,258,146,258_146,1
hsa-mir-335-5p,miRNA,TAMOXIFEN,DB00675,2733525,258,123,258_123,1
hsa-mir-335-5p,miRNA,GEFITINIB,DB00317,123631,258,84,258_84,1
hsa-mir-335-5p,miRNA,YUANHUADINE,,6440572,258,61,258_61,1
hsa-mir-335-5p,miRNA,SORAFENIB,DB00398,216239,258,74,258_74,1
hsa-mir-335-5p,miRNA,GEMCITABINE,DB00441,60750,258,55,258_55,1
hsa-mir-335-5p,miRNA,FLUOROURACIL,DB00544,3385,258,7,258_7,1
hsa-mir-335-5p,miRNA,TOPOTECAN,DB01030,60699,258,50,258_50,1
hsa-mir-335-5p,miRNA,TAXANE,,9548828,258,124,258_124,1
hsa-mir-337-3p,miRNA,DOCETAXEL,DB01248,148124,259,3,259_3,1
hsa-mir-337-3p,miRNA,PACLITAXEL,DB01229,36314,259,67,259_67,1
hsa-mir-337-3p,miRNA,CISPLATIN,DB00515,5460033,259,103,259_103,1
hsa-mir-337-3p,miRNA,DOXORUBICIN,DB00997,31703,259,89,259_89,1
hsa-mir-337-3p,miRNA,METHOTREXATE,DB00563,126941,259,81,259_81,1
hsa-mir-338-5p,miRNA,CISPLATIN,DB00515,5460033,261,103,261_103,1
hsa-mir-338-5p,miRNA,OXALIPLATIN,DB00526,6857599,261,204,261_204,1
hsa-mir-338-5p,miRNA,IMATINIB,DB00619,5291,261,41,261_41,1
hsa-mir-338-5p,miRNA,DOXORUBICIN,DB00997,31703,261,89,261_89,1
hsa-mir-338-5p,miRNA,VINBLASTINE,DB00570,442111,261,97,261_97,1
hsa-mir-339-3p,miRNA,TAMOXIFEN,DB00675,2733525,262,123,262_123,1
hsa-mir-339-3p,miRNA,TRAMETINIB,DB08911,11707110,262,101,262_101,1
hsa-mir-339-3p,miRNA,VEMURAFENIB,DB08881,42611257,262,148,262_148,1
hsa-mir-339-5p,miRNA,DOXORUBICIN,DB00997,31703,263,89,263_89,1
hsa-mir-339-5p,miRNA,DOCETAXEL,DB01248,148124,263,3,263_3,1
hsa-mir-339-5p,miRNA,VERAPAMIL,DB00661,2520,263,21,263_21,1
hsa-mir-339-5p,miRNA,TAMOXIFEN,DB00675,2733525,263,123,263_123,1
hsa-mir-339-5p,miRNA,CISPLATIN,DB00515,5460033,263,103,263_103,1
hsa-mir-339-5p,miRNA,OXALIPLATIN,DB00526,6857599,263,204,263_204,1
hsa-mir-339-5p,miRNA,FLUOROURACIL,DB00544,3385,263,7,263_7,1
hsa-mir-339-5p,miRNA,GEMCITABINE,DB00441,60750,263,55,263_55,1
hsa-mir-339-5p,miRNA,DEXAMETHASONE,DB01234,5743,263,43,263_43,1
hsa-mir-339-5p,miRNA,PACLITAXEL,DB01229,36314,263,67,263_67,2
hsa-mir-339-5p,miRNA,TAXOL,DB01229,36314,263,67,263_67,2
hsa-mir-33a-5p,miRNA,CAPECITABINE,DB01101,60953,264,48,264_48,1
hsa-mir-33a-5p,miRNA,DOXORUBICIN,DB00997,31703,264,89,264_89,1
hsa-mir-33a-5p,miRNA,VERAPAMIL,DB00661,2520,264,21,264_21,1
hsa-mir-33a-5p,miRNA,CISPLATIN,DB00515,5460033,264,103,264_103,1
hsa-mir-33a-5p,miRNA,VINCRISTINE,DB00541,5978,264,177,264_177,1
hsa-mir-33a-5p,miRNA,PREDNISONE,DB00635,5865,264,34,264_34,1
hsa-mir-33a-5p,miRNA,GEMCITABINE,DB00441,60750,264,55,264_55,1
hsa-mir-33a-5p,miRNA,MITOXANTRONE,DB01204,4212,264,22,264_22,1
hsa-mir-33a-5p,miRNA,FLUOROURACIL,DB00544,3385,264,7,264_7,1
hsa-mir-33a-5p,miRNA,IMATINIB,DB00619,5291,264,41,264_41,1
hsa-mir-33a-5p,miRNA,CELASTROL,,12302620,264,139,264_139,1
hsa-mir-33a-5p,miRNA,AZACITIDINE,DB00928,9444,264,179,264_179,1
hsa-mir-33a-5p,miRNA,DABRAFENIB,DB08912,44462760,264,142,264_142,1
hsa-mir-33b-5p,miRNA,DOXORUBICIN,DB00997,31703,265,89,265_89,1
hsa-mir-33b-5p,miRNA,VERAPAMIL,DB00661,2520,265,21,265_21,1
hsa-mir-33b-5p,miRNA,OXALIPLATIN,DB00526,6857599,265,204,265_204,1
hsa-mir-33b-5p,miRNA,GEMCITABINE,DB00441,60750,265,55,265_55,1
hsa-mir-33b-5p,miRNA,BORTEZOMIB,DB00188,387447,265,17,265_17,1
hsa-mir-33b-5p,miRNA,CISPLATIN,DB00515,5460033,265,103,265_103,1
hsa-mir-33b-5p,miRNA,DOCETAXEL,DB01248,148124,265,3,265_3,1
hsa-mir-33b-5p,miRNA,TAMOXIFEN,DB00675,2733525,265,123,265_123,1
hsa-mir-33b-5p,miRNA,CERITINIB,DB09063,57379345,265,160,265_160,1
hsa-mir-33b-5p,miRNA,DAUNORUBICIN,DB00694,30323,265,88,265_88,1
hsa-mir-340-5p,miRNA,TAMOXIFEN,DB00675,2733525,266,123,266_123,1
hsa-mir-340-5p,miRNA,CISPLATIN,DB00515,5460033,266,103,266_103,1
hsa-mir-340-5p,miRNA,DOCETAXEL,DB01248,148124,266,3,266_3,1
hsa-mir-340-5p,miRNA,SORAFENIB,DB00398,216239,266,74,266_74,1
hsa-mir-340-5p,miRNA,GEMCITABINE,DB00441,60750,266,55,266_55,1
hsa-mir-340-5p,miRNA,BAICALIN,,64982,266,71,266_71,1
hsa-mir-340-5p,miRNA,ABT-737,DB17023,11228183,266,191,266_191,1
hsa-mir-342-3p,miRNA,DOXORUBICIN,DB00997,31703,267,89,267_89,1
hsa-mir-342-3p,miRNA,TAMOXIFEN,DB00675,2733525,267,123,267_123,1
hsa-mir-342-3p,miRNA,CISPLATIN,DB00515,5460033,267,103,267_103,1
hsa-mir-342-3p,miRNA,ETOPOSIDE,DB00773,36462,267,68,267_68,1
hsa-mir-342-3p,miRNA,PACLITAXEL,DB01229,36314,267,67,267_67,1
hsa-mir-342-3p,miRNA,OXALIPLATIN,DB00526,6857599,267,204,267_204,1
hsa-mir-342-3p,miRNA,DOCETAXEL,DB01248,148124,267,3,267_3,1
hsa-mir-342-3p,miRNA,VINCRISTINE,DB00541,5978,267,177,267_177,1
hsa-mir-342-3p,miRNA,DEXAMETHASONE,DB01234,5743,267,43,267_43,1
hsa-mir-342-3p,miRNA,PLATINUM,DB12257,23939,267,188,267_188,1
hsa-mir-342-3p,miRNA,SUNITINIB,DB01268,5329102,267,94,267_94,1
hsa-mir-342-3p,miRNA,TRAMETINIB,DB08911,11707110,267,101,267_101,1
hsa-mir-342-3p,miRNA,VEMURAFENIB,DB08881,42611257,267,148,267_148,1
hsa-mir-342-3p,miRNA,GEMCITABINE,DB00441,60750,267,55,267_55,1
hsa-mir-342-3p,miRNA,FULVESTRANT,DB00947,17756771,267,134,267_134,1
hsa-mir-342-3p,miRNA,SORAFENIB,DB00398,216239,267,74,267_74,1
hsa-mir-342-5p,miRNA,IMATINIB,DB00619,5291,268,41,268_41,1
hsa-mir-342-5p,miRNA,TAMOXIFEN,DB00675,2733525,268,123,268_123,1
hsa-mir-342-5p,miRNA,DOXORUBICIN,DB00997,31703,268,89,268_89,1
hsa-mir-342-5p,miRNA,CURCUMIN,DB11672,969516,268,137,268_137,1
hsa-mir-342-5p,miRNA,CISPLATIN,DB00515,5460033,268,103,268_103,1
hsa-mir-345-5p,miRNA,DOXORUBICIN,DB00997,31703,629,89,629_89,1
hsa-mir-345-5p,miRNA,VERAPAMIL,DB00661,2520,629,21,629_21,1
hsa-mir-345-5p,miRNA,CISPLATIN,DB00515,5460033,629,103,629_103,1
hsa-mir-345-5p,miRNA,SORAFENIB,DB00398,216239,629,74,629_74,1
hsa-mir-345-5p,miRNA,TAMOXIFEN,DB00675,2733525,629,123,629_123,1
hsa-mir-345-5p,miRNA,OXALIPLATIN,DB00526,6857599,629,204,629_204,1
hsa-mir-345-5p,miRNA,GEMCITABINE,DB00441,60750,629,55,629_55,1
hsa-mir-345-5p,miRNA,FLUOROURACIL,DB00544,3385,629,7,629_7,1
hsa-mir-345-5p,miRNA,ETOPOSIDE,DB00773,36462,629,68,629_68,1
hsa-mir-345-5p,miRNA,TENIPOSIDE,DB00444,452548,629,92,629_92,1
hsa-mir-345-5p,miRNA,PACLITAXEL,DB01229,36314,629,67,629_67,1
hsa-mir-345-5p,miRNA,GEFITINIB,DB00317,123631,629,84,629_84,1
hsa-mir-345-5p,miRNA,DABRAFENIB,DB08912,44462760,629,142,629_142,1
hsa-mir-346,miRNA,CISPLATIN,DB00515,5460033,269,103,269_103,1
hsa-mir-346,miRNA,PACLITAXEL,DB01229,36314,269,67,269_67,1
hsa-mir-346,miRNA,FLUOROURACIL,DB00544,3385,269,7,269_7,1
hsa-mir-346,miRNA,GEMCITABINE,DB00441,60750,269,55,269_55,1
hsa-mir-346,miRNA,DOCETAXEL,DB01248,148124,269,3,269_3,1
hsa-mir-346,miRNA,DABRAFENIB,DB08912,44462760,269,142,269_142,1
hsa-mir-346,miRNA,VEMURAFENIB,DB08881,42611257,269,148,269_148,1
hsa-mir-346,miRNA,DOXORUBICIN,DB00997,31703,269,89,269_89,1
hsa-mir-346,miRNA,TAMOXIFEN,DB00675,2733525,269,123,269_123,1
hsa-mir-34a-5p,miRNA,DOXORUBICIN,DB00997,31703,270,89,270_89,1
hsa-mir-34a-5p,miRNA,CAMPTOTHECIN,DB04690,24360,270,186,270_186,1
hsa-mir-34a-5p,miRNA,VERAPAMIL,DB00661,2520,270,21,270_21,1
hsa-mir-34a-5p,miRNA,PACLITAXEL,DB01229,36314,270,67,270_67,1
hsa-mir-34a-5p,miRNA,FLUOROURACIL,DB00544,3385,270,7,270_7,1
hsa-mir-34a-5p,miRNA,CISPLATIN,DB00515,5460033,270,103,270_103,1
hsa-mir-34a-5p,miRNA,MITOMYCIN C,DB00305,5746,270,176,270_176,1
hsa-mir-34a-5p,miRNA,GEMCITABINE,DB00441,60750,270,55,270_55,1
hsa-mir-34a-5p,miRNA,DOCETAXEL,DB01248,148124,270,3,270_3,1
hsa-mir-34a-5p,miRNA,TAMOXIFEN,DB00675,2733525,270,123,270_123,1
hsa-mir-34a-5p,miRNA,VINCRISTINE,DB00541,5978,270,177,270_177,1
hsa-mir-34a-5p,miRNA,CYCLOPAMINE,,442972,270,102,270_102,1
hsa-mir-34a-5p,miRNA,SUNITINIB,DB01268,5329102,270,94,270_94,1
hsa-mir-34a-5p,miRNA,SORAFENIB,DB00398,216239,270,74,270_74,1
hsa-mir-34a-5p,miRNA,ERLOTINIB,DB00530,176870,270,85,270_85,1
hsa-mir-34a-5p,miRNA,OXALIPLATIN,DB00526,6857599,270,204,270_204,1
hsa-mir-34a-5p,miRNA,CAPSAICIN,DB06774,1548943,270,30,270_30,1
hsa-mir-34a-5p,miRNA,GEFITINIB,DB00317,123631,270,84,270_84,1
hsa-mir-34a-5p,miRNA,ETOPOSIDE,DB00773,36462,270,68,270_68,1
hsa-mir-34a-5p,miRNA,PLATINUM,DB12257,23939,270,188,270_188,1
hsa-mir-34a-5p,miRNA,VEMURAFENIB,DB08881,42611257,270,148,270_148,1
hsa-mir-34a-5p,miRNA,CARBOPLATIN,DB00958,38904,270,90,270_90,1
hsa-mir-34a-5p,miRNA,METHOTREXATE,DB00563,126941,270,81,270_81,1
hsa-mir-34a-5p,miRNA,RITONAVIR,DB00503,392622,270,99,270_99,1
hsa-mir-34a-5p,miRNA,LOPINAVIR,DB01601,92727,270,77,270_77,1
hsa-mir-34a-5p,miRNA,DABRAFENIB,DB08912,44462760,270,142,270_142,1
hsa-mir-34a-5p,miRNA,DEXAMETHASONE,DB01234,5743,270,43,270_43,1
hsa-mir-34a-5p,miRNA,LUTEOLIN,DB15584,5280445,270,106,270_106,1
hsa-mir-34a-5p,miRNA,FULVESTRANT,DB00947,17756771,270,134,270_134,1
hsa-mir-34a-5p,miRNA,CERITINIB,DB09063,57379345,270,160,270_160,1
hsa-mir-34a-5p,miRNA,PANOBINOSTAT,DB06603,6918837,270,129,270_129,1
hsa-mir-34a-5p,miRNA,EPIRUBICIN,DB00445,41867,270,73,270_73,1
hsa-mir-34a-5p,miRNA,REGORAFENIB,DB08896,11167602,270,198,270_198,1
hsa-mir-34a-5p,miRNA,TRAMETINIB,DB08911,11707110,270,101,270_101,1
hsa-mir-34a-5p,miRNA,TEMOZOLOMIDE,DB00853,5394,270,174,270_174,1
hsa-mir-34a-5p,miRNA,PLATYCODIN D,,162859,270,65,270_65,1
hsa-mir-34a-5p,miRNA,BORTEZOMIB,DB00188,387447,270,17,270_17,1
hsa-mir-34a-5p,miRNA,LENALIDOMIDE,DB00480,216326,270,70,270_70,1
hsa-mir-34a-5p,miRNA,SEVOFLURANE,DB01236,5206,270,173,270_173,1
hsa-mir-34a-5p,miRNA,CABOZANTINIB,DB08875,25102847,270,143,270_143,1
hsa-mir-34b-3p,miRNA,PACLITAXEL,DB01229,36314,271,67,271_67,1
hsa-mir-34b-3p,miRNA,AZACITIDINE,DB00928,9444,271,179,271_179,1
hsa-mir-34b-3p,miRNA,TEMOZOLOMIDE,DB00853,5394,271,174,271_174,1
hsa-mir-34b-3p,miRNA,CISPLATIN,DB00515,5460033,271,103,271_103,1
hsa-mir-34b-3p,miRNA,DOCETAXEL,DB01248,148124,271,3,271_3,1
hsa-mir-34c-3p,miRNA,TRAMETINIB,DB08911,11707110,272,101,272_101,1
hsa-mir-34c-3p,miRNA,VEMURAFENIB,DB08881,42611257,272,148,272_148,1
hsa-mir-34c-3p,miRNA,CISPLATIN,DB00515,5460033,272,103,272_103,1
hsa-mir-34c-3p,miRNA,ANTHRACYCLINE,DB00694,30323,272,88,272_88,1
hsa-mir-34c-3p,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907,272,16,272_16,1
hsa-mir-34c-3p,miRNA,TAXOL,DB01229,36314,272,67,272_67,1
hsa-mir-34c-3p,miRNA,FLUOROURACIL,DB00544,3385,272,7,272_7,1
hsa-mir-34c-3p,miRNA,METHOTREXATE,DB00563,126941,272,81,272_81,1
hsa-mir-34c-5p,miRNA,DOXORUBICIN,DB00997,31703,273,89,273_89,1
hsa-mir-34c-5p,miRNA,IMATINIB,DB00619,5291,273,41,273_41,1
hsa-mir-34c-5p,miRNA,ERLOTINIB,DB00530,176870,273,85,273_85,1
hsa-mir-34c-5p,miRNA,PACLITAXEL,DB01229,36314,273,67,273_67,1
hsa-mir-34c-5p,miRNA,CISPLATIN,DB00515,5460033,273,103,273_103,1
hsa-mir-34c-5p,miRNA,OXALIPLATIN,DB00526,6857599,273,204,273_204,1
hsa-mir-34c-5p,miRNA,VINORELBINE,DB00361,44424639,273,150,273_150,1
hsa-mir-34c-5p,miRNA,METHOTREXATE,DB00563,126941,273,81,273_81,1
hsa-mir-34c-5p,miRNA,GEMCITABINE,DB00441,60750,273,55,273_55,1
hsa-mir-34c-5p,miRNA,CARBOPLATIN,DB00958,38904,273,90,273_90,1
hsa-mir-34c-5p,miRNA,DOCETAXEL,DB01248,148124,273,3,273_3,1
hsa-mir-34c-5p,miRNA,METFORMIN,DB00331,4091,273,18,273_18,1
hsa-mir-34c-5p,miRNA,TRAMETINIB,DB08911,11707110,273,101,273_101,1
hsa-mir-34c-5p,miRNA,VEMURAFENIB,DB08881,42611257,273,148,273_148,1
hsa-mir-361-3p,miRNA,PLATINUM,DB12257,23939,274,188,274_188,1
hsa-mir-361-3p,miRNA,SORAFENIB,DB00398,216239,274,74,274_74,1
hsa-mir-361-3p,miRNA,FULVESTRANT,DB00947,17756771,274,134,274_134,1
hsa-mir-361-3p,miRNA,TRAMETINIB,DB08911,11707110,274,101,274_101,1
hsa-mir-361-3p,miRNA,VEMURAFENIB,DB08881,42611257,274,148,274_148,1
hsa-mir-361-3p,miRNA,GEMCITABINE,DB00441,60750,274,55,274_55,1
hsa-mir-361-3p,miRNA,ENZALUTAMIDE,DB08899,15951529,274,125,274_125,1
hsa-mir-361-3p,miRNA,CISPLATIN,DB00515,5460033,274,103,274_103,1
hsa-mir-361-5p,miRNA,DOXORUBICIN,DB00997,31703,275,89,275_89,1
hsa-mir-361-5p,miRNA,VERAPAMIL,DB00661,2520,275,21,275_21,1
hsa-mir-361-5p,miRNA,DOCETAXEL,DB01248,148124,275,3,275_3,1
hsa-mir-361-5p,miRNA,METHOTREXATE,DB00563,126941,275,81,275_81,1
hsa-mir-361-5p,miRNA,TAMOXIFEN,DB00675,2733525,275,123,275_123,1
hsa-mir-361-5p,miRNA,OXALIPLATIN,DB00526,6857599,275,204,275_204,1
hsa-mir-361-5p,miRNA,PACLITAXEL,DB01229,36314,275,67,275_67,1
hsa-mir-361-5p,miRNA,FLUOROURACIL,DB00544,3385,275,7,275_7,1
hsa-mir-361-5p,miRNA,GEMCITABINE,DB00441,60750,275,55,275_55,1
hsa-mir-361-5p,miRNA,PLX-4720,DB06999,24180719,275,146,275_146,1
hsa-mir-361-5p,miRNA,CISPLATIN,DB00515,5460033,275,103,275_103,1
hsa-mir-361-5p,miRNA,PLATINUM,DB12257,23939,275,188,275_188,1
hsa-mir-361-5p,miRNA,SORAFENIB,DB00398,216239,275,74,275_74,1
hsa-mir-362-3p,miRNA,CERITINIB,DB09063,57379345,276,160,276_160,1
hsa-mir-362-3p,miRNA,PACLITAXEL,DB01229,36314,276,67,276_67,1
hsa-mir-362-3p,miRNA,SUNITINIB,DB01268,5329102,276,94,276_94,1
hsa-mir-362-3p,miRNA,CISPLATIN,DB00515,5460033,276,103,276_103,1
hsa-mir-362-5p,miRNA,DOXORUBICIN,DB00997,31703,277,89,277_89,1
hsa-mir-362-5p,miRNA,CISPLATIN,DB00515,5460033,277,103,277_103,1
hsa-mir-362-5p,miRNA,SUNITINIB,DB01268,5329102,277,94,277_94,1
hsa-mir-362-5p,miRNA,OXALIPLATIN,DB00526,6857599,277,204,277_204,1
hsa-mir-362-5p,miRNA,FLUOROURACIL,DB00544,3385,277,7,277_7,1
hsa-mir-362-5p,miRNA,GEMCITABINE,DB00441,60750,277,55,277_55,1
hsa-mir-362-5p,miRNA,IMATINIB,DB00619,5291,277,41,277_41,1
hsa-mir-362-5p,miRNA,PLATINUM,DB12257,23939,277,188,277_188,1
hsa-mir-362-5p,miRNA,CELASTROL,,12302620,277,139,277_139,1
hsa-mir-362-5p,miRNA,PACLITAXEL,DB01229,36314,277,67,277_67,1
hsa-mir-362-5p,miRNA,GEFITINIB,DB00317,123631,277,84,277_84,1
hsa-mir-362-5p,miRNA,OSIMERTINIB,DB09330,71496458,277,161,277_161,1
hsa-mir-363-3p,miRNA,PACLITAXEL,DB01229,36314,278,67,278_67,1
hsa-mir-363-3p,miRNA,DOCETAXEL,DB01248,148124,278,3,278_3,1
hsa-mir-363-3p,miRNA,CISPLATIN,DB00515,5460033,278,103,278_103,1
hsa-mir-363-3p,miRNA,TAMOXIFEN,DB00675,2733525,278,123,278_123,1
hsa-mir-363-3p,miRNA,PLX-4720,DB06999,24180719,278,146,278_146,1
hsa-mir-363-3p,miRNA,FLUOROURACIL,DB00544,3385,278,7,278_7,1
hsa-mir-363-3p,miRNA,GEMCITABINE,DB00441,60750,278,55,278_55,1
hsa-mir-363-3p,miRNA,TRAMETINIB,DB08911,11707110,278,101,278_101,1
hsa-mir-363-3p,miRNA,VEMURAFENIB,DB08881,42611257,278,148,278_148,1
hsa-mir-363-3p,miRNA,GEFITINIB,DB00317,123631,278,84,278_84,1
hsa-mir-363-3p,miRNA,RUXOLITINIB,DB08877,25126798,278,144,278_144,1
hsa-mir-365a-3p,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226,279,205,279_205,1
hsa-mir-365a-3p,miRNA,CISPLATIN,DB00515,5460033,279,103,279_103,1
hsa-mir-365a-3p,miRNA,METHOTREXATE,DB00563,126941,279,81,279_81,1
hsa-mir-365a-3p,miRNA,TAMOXIFEN,DB00675,2733525,279,123,279_123,1
hsa-mir-365a-3p,miRNA,FLUOROURACIL,DB00544,3385,279,7,279_7,1
hsa-mir-365a-3p,miRNA,GEMCITABINE,DB00441,60750,279,55,279_55,1
hsa-mir-365a-3p,miRNA,PACLITAXEL,DB01229,36314,279,67,279_67,1
hsa-mir-365a-3p,miRNA,IMATINIB,DB00619,5291,279,41,279_41,1
hsa-mir-365a-3p,miRNA,TAXANE,,9548828,279,124,279_124,1
hsa-mir-365a-3p,miRNA,PLATINUM,DB12257,23939,279,188,279_188,1
hsa-mir-365a-3p,miRNA,VEMURAFENIB,DB08881,42611257,279,148,279_148,1
hsa-mir-365a-3p,miRNA,DOXORUBICIN,DB00997,31703,279,89,279_89,1
hsa-mir-367-3p,miRNA,DOXORUBICIN,DB00997,31703,280,89,280_89,1
hsa-mir-367-3p,miRNA,VERAPAMIL,DB00661,2520,280,21,280_21,1
hsa-mir-367-3p,miRNA,PACLITAXEL,DB01229,36314,280,67,280_67,1
hsa-mir-367-3p,miRNA,MITOXANTRONE,DB01204,4212,280,22,280_22,1
hsa-mir-367-3p,miRNA,SORAFENIB,DB00398,216239,280,74,280_74,1
hsa-mir-369-3p,miRNA,VERAPAMIL,DB00661,2520,281,21,281_21,1
hsa-mir-369-3p,miRNA,DOXORUBICIN,DB00997,31703,281,89,281_89,1
hsa-mir-369-3p,miRNA,GEMCITABINE,DB00441,60750,281,55,281_55,1
hsa-mir-369-3p,miRNA,CISPLATIN,DB00515,5460033,281,103,281_103,1
hsa-mir-369-3p,miRNA,PLATINUM,DB12257,23939,281,188,281_188,1
hsa-mir-369-3p,miRNA,OXALIPLATIN,DB00526,6857599,281,204,281_204,1
hsa-mir-369-3p,miRNA,DOCETAXEL,DB01248,148124,281,3,281_3,1
hsa-mir-369-5p,miRNA,CISPLATIN,DB00515,5460033,282,103,282_103,1
hsa-mir-369-5p,miRNA,CERITINIB,DB09063,57379345,282,160,282_160,1
hsa-mir-369-5p,miRNA,GEMCITABINE,DB00441,60750,282,55,282_55,1
hsa-mir-370-3p,miRNA,CISPLATIN,DB00515,5460033,283,103,283_103,1
hsa-mir-370-3p,miRNA,VERAPAMIL,DB00661,2520,283,21,283_21,1
hsa-mir-370-3p,miRNA,DOXORUBICIN,DB00997,31703,283,89,283_89,1
hsa-mir-370-3p,miRNA,SUNITINIB,DB01268,5329102,283,94,283_94,1
hsa-mir-370-3p,miRNA,HOMOHARRINGTONINE,,285033,283,79,283_79,1
hsa-mir-370-3p,miRNA,FLUOROURACIL,DB00544,3385,283,7,283_7,1
hsa-mir-370-3p,miRNA,GEMCITABINE,DB00441,60750,283,55,283_55,1
hsa-mir-370-3p,miRNA,PLATINUM,DB12257,23939,283,188,283_188,1
hsa-mir-370-3p,miRNA,CELASTROL,,12302620,283,139,283_139,1
hsa-mir-370-3p,miRNA,TEMOZOLOMIDE,DB00853,5394,283,174,283_174,1
hsa-mir-370-3p,miRNA,RUXOLITINIB,DB08877,25126798,283,144,283_144,1
hsa-mir-371a-3p,miRNA,DOCETAXEL,DB01248,148124,284,3,284_3,1
hsa-mir-371a-3p,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226,284,205,284_205,1
hsa-mir-371a-3p,miRNA,CISPLATIN,DB00515,5460033,284,103,284_103,1
hsa-mir-371a-3p,miRNA,OXALIPLATIN,DB00526,6857599,284,204,284_204,1
hsa-mir-371a-3p,miRNA,GEMCITABINE,DB00441,60750,284,55,284_55,1
hsa-mir-371a-3p,miRNA,FLUOROURACIL,DB00544,3385,284,7,284_7,1
hsa-mir-371a-3p,miRNA,DOXORUBICIN,DB00997,31703,284,89,284_89,1
hsa-mir-371a-3p,miRNA,AG-1478,,2051,284,12,284_12,1
hsa-mir-371a-3p,miRNA,TAXOL,DB01229,36314,284,67,284_67,1
hsa-mir-371a-5p,miRNA,GEMCITABINE,DB00441,60750,285,55,285_55,1
hsa-mir-371a-5p,miRNA,PLATINUM,DB12257,23939,285,188,285_188,1
hsa-mir-371a-5p,miRNA,SORAFENIB,DB00398,216239,285,74,285_74,1
hsa-mir-371a-5p,miRNA,IMATINIB,DB00619,5291,285,41,285_41,1
hsa-mir-371a-5p,miRNA,CISPLATIN,DB00515,5460033,285,103,285_103,1
hsa-mir-371a-5p,miRNA,PACLITAXEL,DB01229,36314,285,67,285_67,1
hsa-mir-372-3p,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226,286,205,286_205,1
hsa-mir-372-3p,miRNA,CISPLATIN,DB00515,5460033,286,103,286_103,1
