ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID
HSA-MIR-30A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30A-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-30A-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-30A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30A-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-30A-3P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-30A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30A-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30A-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-30A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30A-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-30A-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-30A-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-30A-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30A-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-30A-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-30A-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-30A-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-30A-5P,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-30A-5P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-30A-5P,miRNA,PEMETREXED,DB00642,446556
HSA-MIR-30A-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-30A-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-30A-5P,miRNA,PREDNISONE,DB00635,5865
HSA-MIR-30B,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-30B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30B-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-30B-3P,miRNA,PAROXETINE,DB00715,43815
HSA-MIR-30B-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-30B-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30B-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30B-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-30B-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30B-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30B-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-30B-5P,miRNA,PAROXETINE,DB00715,43815
HSA-MIR-30B-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-30B-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-30B-5P,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-30B-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30B-5P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-30B-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-30B-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30B-5P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-30B-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-30B-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30B-5P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-30B-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-30B-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-30C-1,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30C-1,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-30C-1-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30C-1-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30C-2,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-30C-2,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-30C-2-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30C-2-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30C-2-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30C-2-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30C-2-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30C-2-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-30C-2-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-30C-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30C-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30C-5P,miRNA,CYCLOPAMINE,NA,442972
HSA-MIR-30C-5P,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-30C-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30C-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30C-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-30C-5P,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-30C-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30C-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-30C-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30C-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30C-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-30C-5P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-30C-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-30C-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-30C-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-30C-5P,miRNA,OLAPARIB,DB09074,23725625
HSA-MIR-30D-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-30D-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30D-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30D-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-30D-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30D-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-30D-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30D-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-30D-5P,miRNA,PAROXETINE,DB00715,43815
HSA-MIR-30D-5P,miRNA,TRICHOSTATIN A,DB04297,444732
HSA-MIR-30D-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30D-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30D-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-30D-5P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-30D-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-30D-5P,miRNA,CELASTROL,NA,12302620
HSA-MIR-30D-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30D-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30D-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-30D-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-30E,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30E,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-30E-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30E-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-30E-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-30E-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30E-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-30E-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-30E-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30E-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-30E-3P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-30E-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30E-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-30E-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-30E-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-30E-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-30E-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-30E-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-30E-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-30E-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-30E-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-30E-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-30E-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-30E-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-30E-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-30E-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-30E-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-30E-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-30E-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-31,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-31,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-31,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-31-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-31-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-31-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-31-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-31-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-31-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-31-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-31-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-31-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-31-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-31-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-31-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-31-5P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-31-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-31-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-31-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-31-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-31-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-31-5P,miRNA,STAUROSPORINE,DB02010,5459111
HSA-MIR-31-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-31-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-31-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-31-5P,miRNA,TAXANE,NA,9548828
HSA-MIR-31-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-31-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-31-5P,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-31-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-31-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-31-5P,miRNA,DACARBAZINE,DB00851,5351166
HSA-MIR-31-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-31-5P,miRNA,TOPOTECAN,DB01030,60699
HSA-MIR-31-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3115,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3116,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-3117-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3117-3P,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-3117-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3119,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3119-2,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3120-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3122,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3123,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3124,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3124-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3124-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3124-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3124-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3124-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3125,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3126,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3126,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3126-3P,miRNA,ANTHRACYCLINE,DB00694,30323
HSA-MIR-3126-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3126-3P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-3126-3P,miRNA,TAXOL,DB01229,36314
HSA-MIR-3126-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-3126-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3126-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-3127,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3127-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3127-5P,miRNA,DASATINIB,DB01254,3062316
HSA-MIR-3127-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3127-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3127-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3127-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3128,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3128,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3129-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3129-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-3130,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3130,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3130-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3131,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3131,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3131,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3131,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-3131,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3131,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-3131,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3132,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3133,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3135A,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3135B,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3135B,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3135B,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3135B,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-3135B,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3135B,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3135B,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3136-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3136-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3136-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3137,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3137,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3137,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3138,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3138,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3138,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3138,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3139,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3139,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3141,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3141,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3141,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3141,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3141,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-3141,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3141,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3141,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3142,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3143,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-3144,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3144-5P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-3145,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3145-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3145-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3145A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3146,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3146,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3147,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3147,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3147,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3147,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3147,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-3147,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3147,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3149,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3149,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3149,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3149,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-3150B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3150B-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3150B-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3151-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3151-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3153,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3153,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3153,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3153,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-3153,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-3154,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3154,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3154,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3154,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3156-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3156-5P,miRNA,CAPECITABINE,DB01101,60953
HSA-MIR-3156-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-3156-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3157-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3157-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3157-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3158-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-3158-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3158-5P,miRNA,PALBOCICLIB,DB09073,5330286
HSA-MIR-3158-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3160-1,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3161,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3162,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3162-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3162-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3162-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3162-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3162-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-3162-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3162-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-3162-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3162-5P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-3163,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3163,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-3163,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3163,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-3163,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3163,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-3163,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-3163,miRNA,YUANHUADINE,NA,6440572
HSA-MIR-3164,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3164,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3165,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3165,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-3167,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3167-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3168,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3172,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3173-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3173-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3173-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3173-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3173*,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3174,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3175,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3175,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3175,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3175,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3175,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3175,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-3176,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3176,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3176,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3177-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3177-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3177-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3178,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3178,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3178,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3178,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3178,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-3178,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-3178,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-3178,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3178,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3178,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3178,miRNA,PALBOCICLIB,DB09073,5330286
HSA-MIR-3179,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3180,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3180,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3180,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3180,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3180,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3180,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3180,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3180-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3180-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3180-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3180-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3180-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3180-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3180-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3180-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-3181,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3181,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3182,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-3182,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3182,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3183,miRNA,CARBOPLATIN,DB00958,38904
HSA-MIR-3183,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3183,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3183,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-3183,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-3183,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3184-3P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-3184-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3184-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3184-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3184-5P,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-3185,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-3185,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3185,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3185,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3185,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-3185,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3185,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3185,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-3185,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3186,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3186,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3186,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3186,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3186-3P,miRNA,CERITINIB,DB09063,57379345
