ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID
HSA-MIR-3186-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3187-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3187-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3187-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-3187-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3187-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3187-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3187-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3188,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3188,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3188,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3188,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3188,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3188,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-3188,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-3188,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3188,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3189-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3189-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3189-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-3190-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3193,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3193,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3193,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3194,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3194-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3194-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3194-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3194-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3194-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3194-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3194-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3194-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-3194-5P,miRNA,ESTRADIOL,DB00783,5757
HSA-MIR-3195,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3195,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3195,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3195,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3195,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3195,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3195,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3195,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3195,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-3195,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3196,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3196,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3196,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-3196,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3196,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3196,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3196,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3196,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-3196,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-3196,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3196,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3197,miRNA,IMATINIB,DB00619,5291
HSA-MIR-3197,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-3197,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-3197,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-3198,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-3198,miRNA,PLATINUM,DB12257,23939
HSA-MIR-3198,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-32-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-32-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-32-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-32-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-32-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-32-5P,miRNA,CYTARABINE,DB00987,6253
HSA-MIR-32-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-32-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-32-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-32-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-32-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-32-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-32-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-32-5P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-32-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-32-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-32-5P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-32-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-32-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-3200,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3200,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-3200,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3200-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-3200-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3200-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-3200-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-3200-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-3201,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-3202,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-320A,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-320A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-320A-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-320A-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-320A-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-320A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-320A-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-320A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-320A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-320A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-320A-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-320A-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-320A-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-320A-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-320A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-320A-3P,miRNA,PROPOFOL,DB00818,4943
HSA-MIR-320A-3P,miRNA,ANTHRACYCLINE,DB00694,30323
HSA-MIR-320A-3P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-320B,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-320B,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-320B,miRNA,PLATINUM,DB12257,23939
HSA-MIR-320B,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-320B,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-320B,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-320B,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-320B-1,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-320C,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-320C,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-320C,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-320C,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-320C,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-320D,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-320D,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-320D,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-320D,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-320D,miRNA,PLATINUM,DB12257,23939
HSA-MIR-320D,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-320D,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-320E,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-320E,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-320E,miRNA,PLATINUM,DB12257,23939
HSA-MIR-320E,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-320E,miRNA,IMATINIB,DB00619,5291
HSA-MIR-320E,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-320E,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-320E,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-320E,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-321,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-321*,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-323A,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-323A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-323A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-323A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-323A-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-323A-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-323A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-323A-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-323A-3P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-323A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-323B,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-323B-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-323B-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-323B-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-323B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-323B-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-323B*,miRNA,IMATINIB,DB00619,5291
HSA-MIR-324,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-324,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-324,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-324,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-324,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-324,miRNA,IMATINIB,DB00619,5291
HSA-MIR-324,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-324,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-324-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-324-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-324-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-324-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-324-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-324-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-324-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-324-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-324-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-324-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-324-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-324-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-324-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-325,miRNA,IMATINIB,DB00619,5291
HSA-MIR-325,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-325,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-325,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-325-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-325-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-326,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-326,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-326,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-326,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-326,miRNA,CELASTROL,NA,12302620
HSA-MIR-326,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-326,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-326,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-326,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-326,miRNA,PANOBINOSTAT,DB06603,6918837
HSA-MIR-326,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-326,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-326,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-326,miRNA,CYTARABINE,DB00987,6253
HSA-MIR-326,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-326,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-326,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-328-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-328-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-328-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-328-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-328-3P,miRNA,PAROXETINE,DB00715,43815
HSA-MIR-328-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-328-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-328-3P,miRNA,HYDROGEN PEROXIDE,DB11091,784
HSA-MIR-328-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-328-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-328-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-328-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-328-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-328-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-328-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-328-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-328-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-328-3P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-328-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-328-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-328-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-328-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-329-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-329-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-329-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-329-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-329-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-33-PRE,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-33-PRE,miRNA,IMATINIB,DB00619,5291
HSA-MIR-330-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-330-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-330-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-330-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-330-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-330-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-330-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-330-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-330-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-330-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-330-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-330-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-331-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-331-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-331-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-331-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-331-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-331-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-331-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-331-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-331-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-331-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-331-3P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-331-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-331-3P,miRNA,CORTISONE,DB14681,222786
HSA-MIR-331-3P,miRNA,METHYLPREDNISOLONE,DB00959,6741
HSA-MIR-331-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-331-5P,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-331-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-331-PRE,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-331-PRE,miRNA,IMATINIB,DB00619,5291
HSA-MIR-335-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-335-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-335-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-335-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-335-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-335-3P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-335-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-335-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-335-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-335-5P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-335-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-335-5P,miRNA,PREDNISOLONE,DB00860,5755
HSA-MIR-335-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-335-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-335-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-335-5P,miRNA,CELASTROL,NA,12302620
HSA-MIR-335-5P,miRNA,TAXOL,DB01229,36314
HSA-MIR-335-5P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-335-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-335-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-335-5P,miRNA,YUANHUADINE,NA,6440572
HSA-MIR-335-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-335-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-335-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-335-5P,miRNA,TOPOTECAN,DB01030,60699
HSA-MIR-335-5P,miRNA,TAXANE,NA,9548828
HSA-MIR-336,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-336,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-337-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-337-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-337-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-337-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-337-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-337*,miRNA,IMATINIB,DB00619,5291
HSA-MIR-338,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-338-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-338-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-338-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-338-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-338-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-338-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-338-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-338-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-338-3P,miRNA,CELASTROL,NA,12302620
HSA-MIR-338-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-338-3P,miRNA,REGORAFENIB,DB08896,11167602
HSA-MIR-338-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-338-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-338-3P,miRNA,TAE226,NA,9934347
HSA-MIR-338-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-338-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-338-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-338-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-338-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-338-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-338-5P,miRNA,VINBLASTINE,DB00570,442111
HSA-MIR-339,miRNA,IMATINIB,DB00619,5291
HSA-MIR-339-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-339-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-339-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-339-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-339-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-339-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-339-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-339-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-339-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-339-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-339-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-339-5P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-339-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-339-5P,miRNA,TAXOL,DB01229,36314
HSA-MIR-33A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-33A-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-33A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-33A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-33A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-33A-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-33A-5P,miRNA,CAPECITABINE,DB01101,60953
HSA-MIR-33A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-33A-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-33A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-33A-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-33A-5P,miRNA,PREDNISONE,DB00635,5865
HSA-MIR-33A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-33A-5P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-33A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-33A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-33A-5P,miRNA,CELASTROL,NA,12302620
HSA-MIR-33A-5P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-33A-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-33B,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-33B-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-33B-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-33B-3P,miRNA,CAPECITABINE,DB01101,60953
HSA-MIR-33B-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-33B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-33B-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-33B-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-33B-5P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-33B-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-33B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-33B-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-33B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-33B-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-33B-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-33B-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-33B-5P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-34,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-34,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-34,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-34,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-34,miRNA,DOXYCYCLINE,DB00254,54671203
HSA-MIR-34,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-34,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-34-A,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-340,miRNA,IMATINIB,DB00619,5291
HSA-MIR-340,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-340,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-340,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-340,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-340-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-340-3P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-340-3P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-340-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-340-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-340-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-340-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-340-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-340-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-340-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-340-5P,miRNA,BAICALIN,NA,64982
HSA-MIR-340-5P,miRNA,ABT-737,DB17023,11228183
HSA-MIR-340-PRE,miRNA,IMATINIB,DB00619,5291
HSA-MIR-342,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-342,miRNA,IMATINIB,DB00619,5291
HSA-MIR-342-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-342-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-342-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-342-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-342-3P,miRNA,PACLITAXEL,DB01229,36314
